"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8C_vs_D3B"
1.1722127195,7.04552775625,4.75242559210673,0.0019470694105961,0.00523170164549396,-2.63725599782471,"PGRP2_HUMAN",7,-4.84126004441778,0.00148729460255809,0.00409285217269414,-1.1722127195,"Up in D3B",2.38797394109688,"PGLYRP2","PGRP2_HUMAN",1.1722127195
-0.13078331925,10.072553992875,-5.10196059241474,0.00129898895876282,0.0037141037765983,-2.19075745660068,"TYW5_HUMAN",15,4.83837119374065,0.00149256239818843,0.0041060079811783,0.13078331925,"Non-significant",2.38658021079146,"TYW5","TYW5_HUMAN",-0.13078331925
-1.5436320305,6.57931280125,-4.80093609355092,0.00183880587058093,0.00497889324867546,-2.57425104835984,"ARMX2_HUMAN",3,4.83725599962202,0.00149460141435501,0.00411014421038028,1.5436320305,"Up in D8C",2.38614294000382,"ARMCX2","ARMX2_HUMAN",-1.5436320305
-0.437218189250004,8.559788942375,-4.67972452889136,0.00212272024361603,0.00563363001682606,-2.73230851277314,"CT2NL_HUMAN",24,4.83701569553288,0.00149504118507841,0.00411014421038028,0.437218189250004,"Non-significant",2.38614294000382,"CTTNBP2NL","CT2NL_HUMAN",-0.437218189250004
-0.194279194000002,8.2190036775,-4.6083819274647,0.00231221006948197,0.00605267660734891,-2.82631923520255,"LRCH4_HUMAN",24,4.83662669096091,0.00149575338718448,0.00411076142829408,0.194279194000002,"Non-significant",2.3860777271559,"LRCH4","LRCH4_HUMAN",-0.194279194000002
0.285440325750001,7.829049408375,5.26799380631245,0.0010781981455239,0.00320343044364502,-1.98469196707491,"WDR83_HUMAN",9,-4.83627122538884,0.00149640451020664,0.00411121043563616,-0.285440325750001,"Non-significant",2.38603029293588,"WDR83","WDR83_HUMAN",0.285440325750001
-0.293258665000003,10.6226725575,-4.7990385165791,0.00184291371005505,0.00498841350740336,-2.57670929340385,"ARHG6_HUMAN",14,4.83442996760518,0.00149978220539093,0.0041191476732617,0.293258665000003,"Non-significant",2.38519263811567,"ARHGEF6","ARHG6_HUMAN",-0.293258665000003
0.176831007499999,11.12106096875,4.8296178122518,0.00177793145178794,0.00485146785597945,-2.53715738654002,"RPP30_HUMAN",16,-4.83240593045643,0.0015035048457973,0.00412802682254901,-0.176831007499999,"Non-significant",2.38425748947019,"RPP30","RPP30_HUMAN",0.176831007499999
0.127940657499995,10.94151139375,4.33987094270144,0.00321146498094483,0.00801658791544504,-3.18665782811222,"AT11C_HUMAN",34,-4.83139793124407,0.00150536255051443,0.00413178148430026,-0.127940657499995,"Non-significant",2.38386265488524,"ATP11C","AT11C_HUMAN",0.127940657499995
-1.25620400925,6.898196041625,-4.74226584044254,0.00197062313032492,0.00528320049793536,-2.65049391644434,"NCS1_HUMAN",6,4.82304837917793,0.00152084754932674,0.00417292447697757,1.25620400925,"Up in D8C",2.37955947522807,"NCS1","NCS1_HUMAN",-1.25620400925
0.542382719250003,10.283120630375,5.37485525954068,0.000958259225216131,0.00290023950066311,-1.85408636633587,"G6PC1_HUMAN",4,-4.82203954871586,0.00152273030707262,0.00417673080322652,-0.542382719250003,"Up in D3B",2.37916351478533,"G6PC1","G6PC1_HUMAN",0.542382719250003
-0.262093070000002,16.0328485975,-5.0362032031135,0.00139992206589582,0.0039530797632951,-2.27343605428102,"LAMP1_HUMAN",11,4.82138878513169,0.00152394616790717,0.00417870600172072,0.262093070000002,"Non-significant",2.37895818313297,"LAMP1","LAMP1_HUMAN",-0.262093070000002
-0.228512047500001,12.73892557625,-4.85334730856177,0.00172924774983991,0.00473548709662139,-2.50655694695676,"KGUA_HUMAN",14,4.81904358408128,0.00152833668261779,0.004188784505078,0.228512047500001,"Non-significant",2.37791198164471,"GUK1","KGUA_HUMAN",-0.228512047500001
0.2350406675,13.86258125375,6.76952860867047,0.000234147828508945,0.000898050833440058,-0.285683499034668,"TPD52_HUMAN",7,-4.81889483386692,0.00152861562909241,0.004188784505078,-0.2350406675,"Non-significant",2.37791198164471,"TPD52","TPD52_HUMAN",0.2350406675
0.234438182499998,13.25513327125,4.61638809977557,0.0022900445607116,0.00600210995094467,-2.81573296957214,"RU17_HUMAN",24,-4.81594537372683,0.00153415819384148,0.00420260624500806,-0.234438182499998,"Non-significant",2.37648129846256,"SNRNP70","RU17_HUMAN",0.234438182499998
-0.59458351125,7.845504999125,-4.82757662975697,0.00178218933812794,0.00486151259905515,-2.53979334473597,"HEMK1_HUMAN",8,4.81408895589908,0.00153765802724217,0.0042108250525095,0.59458351125,"Up in D8C",2.37563280187303,"HEMK1","HEMK1_HUMAN",-0.59458351125
-0.250209331500001,8.419513464,-4.772937592961,0.00190045633555066,0.00512278428281307,-2.61057424641971,"CRTC3_HUMAN",15,4.81265548475332,0.00154036648197621,0.00421687206124632,0.250209331500001,"Non-significant",2.37500957516195,"CRTC3","CRTC3_HUMAN",-0.250209331500001
0.173725842499998,11.74888169875,4.64207616517103,0.00222049067039257,0.00584642902151394,-2.78182845398356,"PPM1B_HUMAN",20,-4.81161986252947,0.00154232647862002,0.00422086684684681,-0.173725842499998,"Non-significant",2.37459834805687,"PPM1B","PPM1B_HUMAN",0.173725842499998
-0.322592257499998,10.44122529125,-4.83608382973561,0.0017645173778871,0.004819545359109,-2.5288111679373,"TAM41_HUMAN",12,4.81052572922796,0.00154440018142641,0.00422517011659955,0.322592257499998,"Non-significant",2.37415580051,"TAMM41","TAM41_HUMAN",-0.322592257499998
-0.139129162249999,10.060435293875,-4.3977370180505,0.00298925897871348,0.00754385147651974,-3.10813489055614,"INT10_HUMAN",30,4.79516512074812,0.00157383784787622,0.00430430863716699,0.139129162249999,"Non-significant",2.36609659547066,"INTS10","INT10_HUMAN",-0.139129162249999
-0.439374207499998,11.34674131875,-5.04065744811544,0.00139281763429572,0.00393647585909437,-2.26781639464083,"RT11_HUMAN",7,4.79155191015994,0.00158085130765818,0.00432208747072682,0.439374207499998,"Non-significant",2.3643064480799,"MRPS11","RT11_HUMAN",-0.439374207499998
0.28784728075,9.511059641875,4.64190905809467,0.00222093554714529,0.00584642902151394,-2.78204870623065,"PUS3_HUMAN",20,-4.79110858621413,0.00158171418184658,0.0043230443705528,-0.28784728075,"Non-significant",2.36421030696291,"PUS3","PUS3_HUMAN",0.28784728075
0.333655834250003,9.539438009125,4.59368613742951,0.00235351339084854,0.00613792214463562,-2.84577477855556,"TOP3B_HUMAN",36,-4.79042097126319,0.00158305355867052,0.00432530257569978,-0.333655834250003,"Non-significant",2.36398350615052,"TOP3B","TOP3B_HUMAN",0.333655834250003
-0.175548312500002,10.38801205125,-5.27813280972063,0.00106613123437458,0.00317653594010016,-1.97223250957436,"ITM2B_HUMAN",12,4.78949442728727,0.00158486030102179,0.00432883586432685,0.175548312500002,"Non-significant",2.36362888093864,"ITM2B","ITM2B_HUMAN",-0.175548312500002
0.18370509,11.0598031275,4.39818554618819,0.00298760391287704,0.00754385147651974,-3.10752810299864,"RRP5_HUMAN",81,-4.78865826403885,0.00158649274208732,0.00433189093717331,-0.18370509,"Non-significant",2.3633224860218,"PDCD11","RRP5_HUMAN",0.18370509
0.2370302675,11.06700789875,5.25222979919862,0.0010972617160977,0.00324861925008344,-2.00409205019401,"DYR_HUMAN",10,-4.78537517856354,0.00159292014605298,0.00434803235462452,-0.2370302675,"Non-significant",2.36170723289701,"DHFR","DYR_HUMAN",0.2370302675
-0.274538040750002,9.784461737125,-4.55122681364143,0.00247748025718808,0.00642148864939678,-2.90215946263148,"URGCP_HUMAN",42,4.78450903509547,0.00159462057521063,0.00435126475508269,0.274538040750002,"Non-significant",2.36138449101817,"URGCP","URGCP_HUMAN",-0.274538040750002
-0.1574099055,9.98532664725,-4.68648214644009,0.00210567837560403,0.00559544862167917,-2.72344147617979,"CNOT4_HUMAN",18,4.78061498048191,0.00160229006099706,0.00437077764535411,0.1574099055,"Non-significant",2.35944128681898,"CNOT4","CNOT4_HUMAN",-0.1574099055
-0.26441097,11.11272049,-6.84403162234579,0.000218521275347084,0.000848809138203026,-0.208516426631341,"AR6P4_HUMAN",6,4.77924262861992,0.00160500258101556,0.00437676051613722,0.26441097,"Non-significant",2.3588472160932,"ARL6IP4","AR6P4_HUMAN",-0.26441097
0.253839016000001,9.5424301625,4.60552115981091,0.00232018744703508,0.00606602357042764,-2.83010414435385,"GRB10_HUMAN",22,-4.7785367838188,0.0016063996760371,0.004379153579986,-0.253839016000001,"Non-significant",2.35860982352885,"GRB10","GRB10_HUMAN",0.253839016000001
0.187741041000002,9.22063601025,4.45541852505854,0.00278444270025336,0.0070992339747234,-3.03033558678082,"SBNO1_HUMAN",38,-4.77739425371186,0.00160866393648153,0.00438390828341506,-0.187741041000002,"Non-significant",2.35813854038669,"SBNO1","SBNO1_HUMAN",0.187741041000002
0.1055431375,13.11354804125,4.86532987013897,0.0017052250820733,0.00467962622141046,-2.49113525555162,"CSN5_HUMAN",17,-4.77484791645935,0.00161372284267659,0.00439627338103458,-0.1055431375,"Non-significant",2.35691530892753,"COPS5","CSN5_HUMAN",0.1055431375
0.156698469999998,12.940487505,4.37309904409652,0.00308173712103177,0.0077416020326448,-3.1415100313602,"TR150_HUMAN",39,-4.7723983820044,0.00161860587561261,0.00440815151067485,-0.156698469999998,"Non-significant",2.35574348695136,"THRAP3","TR150_HUMAN",0.156698469999998
0.392575502249997,9.240638613625,4.65917583174613,0.00217548223341149,0.0057465182530321,-2.75931167292957,"HOME2_HUMAN",16,-4.77086308905679,0.0016216746598281,0.00441508259292346,-0.392575502249997,"Non-significant",2.35506116766617,"HOMER2","HOME2_HUMAN",0.392575502249997
-0.333359955000002,13.0246876475,-6.27984580693607,0.000374187164402222,0.00132619193877073,-0.808826134883039,"COXM1_HUMAN",5,4.7704962982379,0.00162240875373649,0.00441551029784838,0.333359955000002,"Non-significant",2.35501909803591,"CMC1","COXM1_HUMAN",-0.333359955000002
-0.1438200475,12.68195998625,-4.50155422128449,0.00263170482212489,0.00676712627995445,-2.96844996045958,"TS101_HUMAN",23,4.77026120885931,0.00162287945221667,0.00441551029784838,0.1438200475,"Non-significant",2.35501909803591,"TSG101","TS101_HUMAN",-0.1438200475
0.143055915,10.2193572525,4.5233486563157,0.00256277425042313,0.00661814465588744,-2.93932085579349,"ARSB_HUMAN",22,-4.7687957669802,0.00162581694985932,0.00442207520824917,-0.143055915,"Non-significant",2.35437387545024,"ARSB","ARSB_HUMAN",0.143055915
-0.20707393,11.7315512875,-4.59260595758241,0.00235658118363134,0.00614402189818391,-2.84720603080822,"GSK3B_HUMAN",21,4.76826729275243,0.00162687771172431,0.00442353297810459,0.20707393,"Non-significant",2.35423073064968,"GSK3B","GSK3B_HUMAN",-0.20707393
0.189891576750004,8.102556824875,4.58316482255142,0.00238358285759441,0.00620290827621591,-2.85972275492177,"DDHD2_HUMAN",21,-4.76582965644898,0.00163178039543895,0.0044354327485182,-0.189891576750004,"Non-significant",2.35306400128324,"DDHD2","DDHD2_HUMAN",0.189891576750004
-0.146966695000003,10.6305235625,-4.55242544208876,0.00247388369778645,0.00641524279402917,-2.90056418774676,"CIAO3_HUMAN",21,4.76465712113268,0.00163414441278685,0.00444042658136052,0.146966695000003,"Non-significant",2.35257530622956,"CIAO3","CIAO3_HUMAN",-0.146966695000003
-0.254361629250001,9.870660304875,-4.81295316943392,0.00181302502018989,0.0049280838101195,-2.558695263441,"SRC_HUMAN",13,4.76122680870078,0.00164108203154003,0.00445784094226585,0.254361629250001,"Non-significant",2.35087543139831,"SRC","SRC_HUMAN",-0.254361629250001
0.111244440000004,11.624345185,4.18049510947918,0.00392275508690562,0.00952330144802058,-3.40536831324718,"UBF1_HUMAN",35,-4.7604209429684,0.00164271652547446,0.00445996605896055,-0.111244440000004,"Non-significant",2.35066844632423,"UBTF","UBF1_HUMAN",0.111244440000004
0.0908660900000005,14.3790912625,4.01605704086145,0.00484141799180883,0.0113703851359589,-3.63472635068499,"AAPK1_HUMAN",34,-4.76031940193889,0.00164292260209663,0.00445996605896055,-0.0908660900000005,"Non-significant",2.35066844632423,"PRKAA1","AAPK1_HUMAN",0.0908660900000005
-0.370116710750004,8.488531351125,-4.68420669236838,0.00211139988992619,0.00560711709898799,-2.72642649409077,"I13R1_HUMAN",14,4.75987663718603,0.00164382152017675,0.00446096960514161,0.370116710750004,"Non-significant",2.35057073581784,"IL13RA1","I13R1_HUMAN",-0.370116710750004
-0.579364538249999,8.468109011625,-5.01416218533976,0.00143567243951099,0.0040404951561396,-2.30128508488253,"LRC8C_HUMAN",5,4.75945221922445,0.00164468369551347,0.00446187282571068,0.579364538249999,"Up in D8C",2.3504828123308,"LRRC8C","LRC8C_HUMAN",-0.579364538249999
0.232467175250001,10.094579697375,4.73289815188081,0.00199261928301856,0.00532861292403662,-2.6627128558427,"ACY2_HUMAN",15,-4.75872723098251,0.00164615760397631,0.00446443450576458,-0.232467175250001,"Non-significant",2.35023354384809,"ASPA","ACY2_HUMAN",0.232467175250001
-0.229332208500001,9.198835492,-4.53837525531371,0.00251640568637878,0.00651236829305704,-2.91927671393178,"MED14_HUMAN",27,4.75811779953966,0.00164739770332875,0.00446636064373047,0.229332208500001,"Non-significant",2.35004621201729,"MED14","MED14_HUMAN",-0.229332208500001
0.194067000750003,9.864246844875,4.64715824482043,0.00220700780035007,0.00581975687606305,-2.77513202402411,"NELFA_HUMAN",18,-4.75606351946384,0.00165158538970351,0.00447627435685239,-0.194067000750003,"Non-significant",2.34908330283727,"NELFA","NELFA_HUMAN",0.194067000750003
-0.217547178250003,9.762755513125,-4.52055134958908,0.00257150938747233,0.00663663583190577,-2.94305577229257,"LRC8E_HUMAN",28,4.75537698138067,0.00165298750749456,0.00447863442644539,0.217547178250003,"Non-significant",2.34885438588241,"LRRC8E","LRC8E_HUMAN",-0.217547178250003
-0.507795572499999,13.31821906625,-5.85895965715456,0.000572218975838212,0.00187893796156614,-1.28174087347117,"RBX1_HUMAN",3,4.75426770492165,0.00165525573978823,0.00448333889160506,0.507795572499999,"Up in D8C",2.34839843195925,"RBX1","RBX1_HUMAN",-0.507795572499999
0.205352785000001,10.7742242825,4.70894072476074,0.00205011507920353,0.00546502846382244,-2.69401924216319,"MLIP_HUMAN",16,-4.75085419481725,0.00166225704302147,0.00450085596390233,-0.205352785000001,"Non-significant",2.3467048851027,"MLIP","MLIP_HUMAN",0.205352785000001
-0.563299178999998,8.92770910275,-5.53939530908695,0.000801509330645311,0.00248653741185474,-1.65603840054069,"YLAT2_HUMAN",3,4.74779072390834,0.0016685680113034,0.00451649318152741,0.563299178999998,"Up in D8C",2.34519864107802,"SLC7A6","YLAT2_HUMAN",-0.563299178999998
0.104531287500002,10.25870966875,4.11138009051964,0.00428336362857359,0.0102459592432622,-3.50131686432083,"STAG2_HUMAN",36,-4.74738524985245,0.00166940528090208,0.00451730886443776,-0.104531287500002,"Non-significant",2.34512021416849,"STAG2","STAG2_HUMAN",0.104531287500002
-0.432962179249999,7.023526430125,-4.69492325050722,0.00208460243656648,0.00554818880259516,-2.71237461321917,"CEP41_HUMAN",12,4.74621143450348,0.00167183170475449,0.00452242279825919,0.432962179249999,"Non-significant",2.34462883819423,"CEP41","CEP41_HUMAN",-0.432962179249999
-0.138130664999998,14.711517095,-4.82598377035537,0.00178551984818378,0.00486587352096382,-2.54185075625261,"NNRE_HUMAN",16,4.74541958145703,0.0016734707455085,0.00452540420721563,0.138130664999998,"Non-significant",2.34434262372436,"NAXE","NNRE_HUMAN",-0.138130664999998
0.23134040825,9.479502201125,4.65166455084997,0.00219512787762674,0.00579115270125689,-2.7691973536329,"SESN1_HUMAN",17,-4.74435964114882,0.00167566744901344,0.00452989125328231,-0.23134040825,"Non-significant",2.34391222374132,"SESN1","SESN1_HUMAN",0.23134040825
-0.1493723425,11.61484038875,-5.01863411339466,0.00142833808857834,0.00402522960502402,-2.29562922054653,"ATG5_HUMAN",14,4.73992943036842,0.00168488320090457,0.00455334418096332,0.1493723425,"Non-significant",2.34166952073427,"ATG5","ATG5_HUMAN",-0.1493723425
-0.230268719999998,10.434672,-4.76215597524229,0.00192480194117797,0.00518012629699524,-2.62459135156835,"CD123_HUMAN",14,4.73711042856295,0.00169077618661347,0.00456780528107851,0.230268719999998,"Non-significant",2.3402924177122,"CDC123","CD123_HUMAN",-0.230268719999998
-0.275043725749999,9.250800490375,-4.53189331570596,0.00253629330300663,0.00655578541890306,-2.92791908893011,"MLH1_HUMAN",30,4.73648402982422,0.00169208870440381,0.00456942830856401,0.275043725749999,"Non-significant",2.34013813208922,"MLH1","MLH1_HUMAN",-0.275043725749999
-0.0973427274999956,15.93417203375,-4.43678852786962,0.00284885805360992,0.00723501793729377,-3.05541149372372,"DECR2_HUMAN",21,4.73619142833068,0.00169270218594344,0.00456942830856401,0.0973427274999956,"Non-significant",2.34013813208922,"DECR2","DECR2_HUMAN",-0.0973427274999956
-0.119335410000003,15.18904078,-4.2835573520254,0.00344520883054597,0.00852603207066119,-3.26352880987695,"KAP2_HUMAN",29,4.73604786549956,0.00169300327531681,0.00456942830856401,0.119335410000003,"Non-significant",2.34013813208922,"PRKAR2A","KAP2_HUMAN",-0.119335410000003
0.1093854925,13.26215338625,4.09209456844929,0.00439033762225526,0.0104596257258309,-3.52820760305746,"COG5_HUMAN",42,-4.73187903905976,0.00170177203279613,0.00459162498861669,-0.1093854925,"Non-significant",2.33803358925666,"COG5","COG5_HUMAN",0.1093854925
-0.278984546750001,9.384759187875,-4.62087143199624,0.00227773448073936,0.00597356065281644,-2.80980882720158,"DVL1_HUMAN",17,4.72726603689686,0.00171153306174806,0.0046164838967918,0.278984546750001,"Non-significant",2.3356886750057,"DVL1","DVL1_HUMAN",-0.278984546750001
-0.297856569999997,10.3091694125,-5.25020534477675,0.00109973688487619,0.00325252007109522,-2.00658595331403,"WBP4_HUMAN",8,4.72004425654468,0.00172693751574481,0.00465654392841107,0.297856569999997,"Non-significant",2.33193629568843,"WBP4","WBP4_HUMAN",-0.297856569999997
-0.227079867500001,11.03656840375,-4.90900152586651,0.00162074229124767,0.00448203306198379,-2.43510213437395,"B3GA3_HUMAN",12,4.71618128889315,0.00173523968502113,0.00467743374002019,0.227079867500001,"Non-significant",2.32999235594926,"B3GAT3","B3GA3_HUMAN",-0.227079867500001
-0.1509213425,11.40557384625,-4.34245932350876,0.00320114738535263,0.00799480631441106,-3.18313532079982,"SUV3_HUMAN",33,4.71536318658271,0.00173700352435557,0.00468069140242745,0.1509213425,"Non-significant",2.32968999092571,"SUPV3L1","SUV3_HUMAN",-0.1509213425
-0.8208999635,6.959411502,-4.70910425609514,0.00204971647096419,0.00546502846382244,-2.69380526952803,"ENTP4_HUMAN",6,4.71471519367722,0.00173840199825892,0.00468296274954441,0.8208999635,"Up in D8C",2.32947929678372,"ENTPD4","ENTP4_HUMAN",-0.8208999635
-0.203958035000003,10.6431591525,-4.67205790558457,0.00214223877990197,0.00566758652724223,-2.74237620788818,"GPAT4_HUMAN",16,4.71384008198602,0.00174029258755804,0.00468655789793187,0.203958035000003,"Non-significant",2.32914601331242,"GPAT4","GPAT4_HUMAN",-0.203958035000003
0.468369483999997,8.9441850185,4.64591999087605,0.00221028458628463,0.00582384769546518,-2.77676327588798,"ANKY2_HUMAN",12,-4.71055418655234,0.00174741154201046,0.00470283427428441,-0.468369483999997,"Non-significant",2.32764032532195,"ANKMY2","ANKY2_HUMAN",0.468369483999997
0.201224802500001,10.69697189125,5.43608834201489,0.00089625887442632,0.00273517959903673,-1.77995356139759,"ALG12_HUMAN",10,-4.71053533357361,0.001747452479186,0.00470283427428441,-0.201224802500001,"Non-significant",2.32764032532195,"ALG12","ALG12_HUMAN",0.201224802500001
0.2959771175,11.65819167875,6.91410842040593,0.000204883395833694,0.000804735388388725,-0.13649936112583,"TSN9_HUMAN",5,-4.70714756361863,0.00175482571783187,0.00471980869545246,-0.2959771175,"Non-significant",2.3260756039492,"TSPAN9","TSN9_HUMAN",0.2959771175
-0.584605217,8.267701149,-5.10327245751173,0.00129705909048079,0.00371110355521474,-2.18911419402222,"FGRL1_HUMAN",4,4.70712284735021,0.00175487963596488,0.00471980869545246,0.584605217,"Up in D8C",2.3260756039492,"FGFRL1","FGRL1_HUMAN",-0.584605217
1.23627781875,7.522043108875,4.67546303279646,0.00213354532468101,0.00565137854717193,-2.73790360871129,"TOB1_HUMAN",4,-4.7066243328405,0.00175596752430583,0.00472122815386726,-1.23627781875,"Up in D3B",2.32594501173325,"TOB1","TOB1_HUMAN",1.23627781875
0.677188158250001,6.661606788625,6.34167347025742,0.000352165409574234,0.00126207578116548,-0.741206258909883,"PLAT4_HUMAN",1,-4.70604396982277,0.0017572349572059,0.00472312929027059,-0.677188158250001,"Up in D3B",2.3257701659451,"PLAAT4","PLAT4_HUMAN",0.677188158250001
-0.314287901250001,9.699310898875,-4.68465458374046,0.00211027233675597,0.00560588891475452,-2.72583887648835,"KPCZ_HUMAN",13,4.70347423611201,0.00176285894414366,0.00473673511003727,0.314287901250001,"Non-significant",2.32452090141638,"PRKCZ","KPCZ_HUMAN",-0.314287901250001
-0.165712592500002,11.51608145125,-5.24278334462326,0.00110886439815105,0.00327377163293001,-2.01573389371295,"TIGAR_HUMAN",12,4.70144494185461,0.00176731407222445,0.00474719257959844,0.165712592500002,"Non-significant",2.32356314987834,"TIGAR","TIGAR_HUMAN",-0.165712592500002
0.36217952,13.7457553125,4.78292311105133,0.00187821114492952,0.00507418004506761,-2.59760694008727,"NUCKS_HUMAN",10,-4.69891819488765,0.0017728785408159,0.00476062224292362,-0.36217952,"Non-significant",2.32233627858065,"NUCKS1","NUCKS_HUMAN",0.36217952
-0.0927128800000041,14.784905435,-3.86816237757221,0.00587036891941355,0.013409577133262,-3.84413665580515,"UBP5_HUMAN",50,4.69831365222307,0.00177421272081162,0.00476268758717233,0.0927128800000041,"Non-significant",2.32214790549597,"USP5","UBP5_HUMAN",-0.0927128800000041
-0.33981823925,8.525322318125,-4.53614506408375,0.00252322884665935,0.00652601900843562,-2.92224955260764,"T131L_HUMAN",23,4.69459169734405,0.00178245103604775,0.00478327914130738,0.33981823925,"Non-significant",2.32027427394885,"TMEM131L","T131L_HUMAN",-0.33981823925
-0.134194849999997,11.37982154,-4.24575934480148,0.00361252668192206,0.00887754734749883,-3.31537556604332,"VP33B_HUMAN",36,4.69381452433957,0.00178417653709819,0.00478638575149606,0.134194849999997,"Non-significant",2.31999230300736,"VPS33B","VP33B_HUMAN",-0.134194849999997
0.432339429999999,13.4377559425,9.26514248164987,3.04087096078505e-05,0.000175678556055224,2.00151013233034,"HLAH_HUMAN",2,-4.69339447732568,0.0017851098979025,0.00478736599727017,-0.432339429999999,"Non-significant",2.31990336915086,"HLA-H","HLAH_HUMAN",0.432339429999999
0.116080045,11.478535055,4.55491024699561,0.00246644616637346,0.0064007619262198,-2.89725777253312,"CSTF1_HUMAN",19,-4.69153736075329,0.00178924289036697,0.00479692376682673,-0.116080045,"Non-significant",2.31903718332888,"CSTF1","CSTF1_HUMAN",0.116080045
0.265549419000003,10.000232338,4.66873882719857,0.00215075012742221,0.0056883190536686,-2.74673737784277,"SEPT4_HUMAN",14,-4.68771605291063,0.00179778014272223,0.00481827943497796,-0.265549419000003,"Non-significant",2.31710801680138,"SEPTIN4","SEPT4_HUMAN",0.265549419000003
-0.544104576000001,8.4353449345,-4.77128675292706,0.00190416191313091,0.0051311319583697,-2.61271941634783,"TAZ_HUMAN",7,4.68150485492471,0.00181175193615201,0.00485418215824071,0.544104576000001,"Up in D8C",2.31388393034557,"TAFAZZIN","TAZ_HUMAN",-0.544104576000001
-0.292527435,12.34297955,-5.97205335748724,0.000509438676027469,0.00171009900447453,-1.15246993248526,"S19A3_HUMAN",6,4.67455069549508,0.00182753609101495,0.0048949163365634,0.292527435,"Non-significant",2.31025472671669,"SLC19A3","S19A3_HUMAN",-0.292527435
-0.0784738024999996,12.86252558375,-3.60788725762748,0.00830589406244314,0.0180622239832962,-4.21950958474779,"UBA6_HUMAN",62,4.67233613552589,0.001832594103377,0.00490690460526198,0.0784738024999996,"Non-significant",2.30919238502113,"UBA6","UBA6_HUMAN",-0.0784738024999996
0.114177700000001,15.318440675,4.42169909603266,0.00290223163343563,0.0073572662972117,-3.07575801568361,"RAB14_HUMAN",21,-4.67173229335936,0.00183397592269513,0.00490904511031987,-0.114177700000001,"Non-significant",2.3090029770521,"RAB14","RAB14_HUMAN",0.114177700000001
0.171882867999997,9.46640312675,4.95608714805608,0.00153480259028263,0.0042808904809703,-2.37499203303283,"SRPK2_HUMAN",13,-4.67099008287968,0.00183567594260394,0.00491203572070114,-0.171882867999997,"Non-significant",2.30873848363257,"SRPK2","SRPK2_HUMAN",0.171882867999997
-0.155812265,10.823756695,-4.7800026547605,0.00188468730446834,0.00508841425027664,-2.6013980056502,"MSTO1_HUMAN",15,4.67025044710134,0.00183737178006877,0.00491501324474758,0.155812265,"Non-significant",2.30847530751383,"MSTO1","MSTO1_HUMAN",-0.155812265
-0.498712063750002,9.637994289875,-4.7354921373824,0.00198650139319784,0.00531562547405227,-2.65932808225174,"METL5_HUMAN",8,4.66930180989226,0.00183954932498286,0.00491927704958138,0.498712063750002,"Non-significant",2.30809871764881,"METTL5","METL5_HUMAN",-0.498712063750002
-0.2423629725,10.54588079375,-4.44649717475486,0.00281508744155181,0.00715787995319464,-3.04233752591614,"LRCH3_HUMAN",31,4.66819778115822,0.00184208711748046,0.00492450120940145,0.2423629725,"Non-significant",2.30763775155718,"LRCH3","LRCH3_HUMAN",-0.2423629725
-0.156340119999998,11.30129981,-4.39499510233119,0.00299939853238813,0.0075649103020645,-3.11184488949563,"AKT1_HUMAN",25,4.66638004332664,0.00184627383507525,0.00493412877484125,0.156340119999998,"Non-significant",2.30678952013344,"AKT1","AKT1_HUMAN",-0.156340119999998
-0.162284375000006,18.3789441575,-4.31379231547097,0.00331747605078561,0.0082438106226627,-3.22220087024287,"ATPB_HUMAN",36,4.6653386027765,0.00184867722922996,0.00493898585267173,0.162284375000006,"Non-significant",2.30636221783833,"ATP5F1B","ATPB_HUMAN",-0.162284375000006
1.9056280855,8.0968702435,4.55315998150898,0.00247168250499776,0.006412376680402,-2.89958667821746,"CAH14_HUMAN",6,-4.66491379474168,0.00184965856633069,0.00493923583551904,-1.9056280855,"Up in D3B",2.30634023692423,"CA14","CAH14_HUMAN",1.9056280855
-0.267457722499996,11.67627179625,-4.54432024450096,0.00249831622670007,0.00646952610594621,-2.91135553018084,"RDH14_HUMAN",18,4.66479081659094,0.00184994276103139,0.00493923583551904,0.267457722499996,"Non-significant",2.30634023692423,"RDH14","RDH14_HUMAN",-0.267457722499996
0.925063967749999,7.562376916375,4.55081823071207,0.00247870754992021,0.00642269472433982,-2.90270329946589,"PPR3C_HUMAN",11,-4.6618899536856,0.00185666033999861,0.00495560164846367,-0.925063967749999,"Up in D3B",2.3049036112603,"PPP1R3C","PPR3C_HUMAN",0.925063967749999
0.112432722500003,13.68620049875,4.20766926940963,0.00379017869790322,0.00924671960770658,-3.36782561812182,"API5_HUMAN",28,-4.66097514253266,0.00185878431383164,0.00495970021566537,-0.112432722500003,"Non-significant",2.30454457323096,"API5","API5_HUMAN",0.112432722500003
0.165520189999999,12.3290948875,4.26967684086167,0.00350564576170776,0.00865526892953565,-3.28254509621718,"MOV10_HUMAN",53,-4.66026246835934,0.00186044081516958,0.00496208980460062,-0.165520189999999,"Non-significant",2.30433538006994,"MOV10","MOV10_HUMAN",0.165520189999999
