"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D5B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D5B_vs_D1CM"
-0.368336200999998,9.1427087785,-3.85428239546058,0.00586925950444658,0.00935728926857958,-4.04505942747844,"CASP9_HUMAN",8,3.81966249403137,0.00533924554616782,0.00854137420927093,0.368336200999998,"Non-significant",2.06847225068211,"CASP9","CASP9_HUMAN",-0.368336200999998
0.20563078,11.2313520925,5.2449554614812,0.00107288062789815,0.00202085157822425,-2.18210766962616,"TM38B_HUMAN",6,-3.81688459283026,0.00536002690823934,0.00857299180446857,-0.20563078,"Non-significant",2.06686759144599,"TMEM38B","TM38B_HUMAN",0.20563078
0.398169279250002,9.041340708875,4.07344862337027,0.00440595457208867,0.00721402313289344,-3.73354490138334,"RIP_HUMAN",5,-3.81623959743316,0.00536486450385883,0.00857910129065189,-0.398169279250002,"Non-significant",2.06655820457009,"RPAIN","RIP_HUMAN",0.398169279250002
-0.167578695,14.0420427325,-4.22275317982008,0.0036390316999379,0.00607273771506169,-3.52504985377857,"TMX1_HUMAN",10,3.81354194154105,0.00538514832730467,0.00860990425850741,0.167578695,"Non-significant",2.06500167784171,"TMX1","TMX1_HUMAN",-0.167578695
-0.494046688000003,7.792428136,-3.69523977754641,0.00725946710534441,0.0113293923775131,-4.27501071120845,"GRB7_HUMAN",13,3.81227160207992,0.00539472857979747,0.0086235856626423,0.494046688000003,"Non-significant",2.06431211819988,"GRB7","GRB7_HUMAN",-0.494046688000003
0.0835340025000004,9.3740962745,3.26427972797684,0.0131530622452949,0.0193283057297055,-4.91278226876472,"PHF3_HUMAN",58,-3.8073646458921,0.00543190652701193,0.00868136900193091,-0.0835340025000004,"Non-significant",2.06141178368258,"PHF3","PHF3_HUMAN",0.0835340025000004
0.4386609795,7.91734832525,3.88981974194654,0.00559985973909121,0.00895828767143667,-3.99411733508803,"S35A1_HUMAN",6,-3.80697405970953,0.0054348776290992,0.00868447081245064,-0.4386609795,"Non-significant",2.0612566401109,"SLC35A1","S35A1_HUMAN",0.4386609795
0.271516562499999,12.89855849625,3.68768669776592,0.0073338062587346,0.0114305941114782,-4.28600931793463,"ZBT40_HUMAN",17,-3.804912890939,0.00545058539855982,0.00870791969758542,-0.271516562499999,"Non-significant",2.0600855845754,"ZBTB40","ZBT40_HUMAN",0.271516562499999
-0.144298555000002,14.6189510825,-4.46449866476167,0.00268892041581501,0.00461419181288776,-3.19406288291179,"UB2L3_HUMAN",10,3.80392208634137,0.00545815346448961,0.00871835807318228,0.144298555000002,"Non-significant",2.05956529796875,"UBE2L3","UB2L3_HUMAN",-0.144298555000002
0.450859544999998,12.4370105275,4.09128390837578,0.00430568626427063,0.0070580765308318,-3.70847795240846,"AIG1_HUMAN",4,-3.80050219817424,0.00548436237595477,0.00875856204375195,-0.450859544999998,"Non-significant",2.05756718923431,"AIG1","AIG1_HUMAN",0.450859544999998
-0.181932688000003,9.36422407625,-5.05692164025504,0.00132820164944552,0.00244235517095516,-2.41803962832557,"SDHF3_HUMAN",7,3.79958534760989,0.00549141175717024,0.0087681586855821,0.181932688000003,"Non-significant",2.05709159895448,"SDHAF3","SDHF3_HUMAN",-0.181932688000003
0.204814434250004,9.468994140625,3.68353475247627,0.00737502065126592,0.0114884585232897,-4.29205822006718,"CRY2_HUMAN",18,-3.79652065856227,0.00551504586988881,0.00880422758282061,-0.204814434250004,"Non-significant",2.05530873978001,"CRY2","CRY2_HUMAN",0.204814434250004
-0.211947439999996,13.66202879,-3.88755909860515,0.00561659121319065,0.00898164434376475,-3.9973530404085,"GNAI3_HUMAN",11,3.79635380579314,0.00551633572590795,0.00880461916941453,0.211947439999996,"Non-significant",2.05528942404635,"GNAI3","GNAI3_HUMAN",-0.211947439999996
-0.0841722500000053,16.883751395,-3.57142378110031,0.00858801955491132,0.0131975235785501,-4.45616477125828,"1433E_HUMAN",23,3.79424625634197,0.00553265604393132,0.00882899617461134,0.0841722500000053,"Non-significant",2.05408867134989,"YWHAE","1433E_HUMAN",-0.0841722500000053
1.79260087025,7.040219187625,3.73893195118994,0.00684511349642616,0.0107330546820177,-4.21152393472648,"AQP3_HUMAN",1,-3.79409503324447,0.00553382906707602,0.00882919651833878,-1.79260087025,"Up in D1CM",2.05407881664088,"AQP3","AQP3_HUMAN",1.79260087025
0.1514937875,14.16800701625,4.35027419715308,0.00309882289309467,0.00524919175359625,-3.34942767625908,"T126A_HUMAN",10,-3.79336168861399,0.0055395213377165,0.00883660585836722,-0.1514937875,"Non-significant",2.05371451553426,"TMEM126A","T126A_HUMAN",0.1514937875
0.2705888775,13.24991464625,3.69331597204288,0.00727832404292726,0.0113567185038567,-4.27781145216476,"CMTD1_HUMAN",15,-3.7900111239023,0.00556560869354873,0.00887654033640914,-0.2705888775,"Non-significant",2.05175626908329,"COMTD1","CMTD1_HUMAN",0.2705888775
0.0898435150000001,11.781547665,3.67900856268176,0.00742023523064627,0.0115439576890213,-4.29865472561878,"TAPT1_HUMAN",20,-3.78688280102287,0.00559008470104698,0.00891389026582008,-0.0898435150000001,"Non-significant",2.04993271658618,"TAPT1","TAPT1_HUMAN",0.0898435150000001
0.281057834250003,8.558362722375,3.61217029632565,0.0081239400676799,0.0125507131287526,-4.39635008196085,"BPTF_HUMAN",44,-3.78658164744537,0.00559244701401887,0.00891597047118688,-0.281057834250003,"Non-significant",2.04983137852982,"BPTF","BPTF_HUMAN",0.281057834250003
0.11196661,12.9010603425,3.52089086166833,0.00920360298410275,0.0140157487900636,-4.53060812161811,"FAKD5_HUMAN",29,-3.78585326547341,0.00559816502673242,0.00892339882948706,-0.11196661,"Non-significant",2.0494696958771,"FASTKD5","FAKD5_HUMAN",0.11196661
0.361033678249999,8.451890826125,3.82344614432419,0.00611443242496071,0.00969681108372414,-4.0893945709517,"TLK1_HUMAN",8,-3.78503200382976,0.00560461969605274,0.00893199837739243,-0.361033678249999,"Non-significant",2.04905136449554,"TLK1","TLK1_HUMAN",0.361033678249999
0.0683178925000032,14.96430659125,3.08579142136102,0.0169485857205382,0.0244162756859369,-5.18211680625088,"MVP_HUMAN",61,-3.78380807691606,0.00561425391527241,0.00894566091717034,-0.0683178925000032,"Non-significant",2.0483875676649,"MVP","MVP_HUMAN",0.0683178925000032
0.13727927225,9.945791602125,4.27084230489089,0.00342408005485583,0.00574131107666198,-3.4585538249404,"BL1S5_HUMAN",11,-3.78207797101241,0.00562790287402452,0.00896571410416796,-0.13727927225,"Non-significant",2.04741511389337,"BLOC1S5","BL1S5_HUMAN",0.13727927225
0.134555820000003,17.663098335,3.57657310716523,0.0085278260169474,0.0131169791052645,-4.44859516738821,"UD19_HUMAN",26,-3.77994255053153,0.0056447984960889,0.00899093093793147,-0.134555820000003,"Non-significant",2.04619533826957,"UGT1A9","UD19_HUMAN",0.134555820000003
0.240537523999999,7.6863943935,3.68014580074072,0.00740884664297456,0.0115304963725319,-4.29699707315266,"BTBD9_HUMAN",16,-3.77949177118457,0.0056483720496907,0.00899492310728187,-0.240537523999999,"Non-significant",2.04600254485049,"BTBD9","BTBD9_HUMAN",0.240537523999999
0.97397136675,9.141520261625,3.81857752211755,0.00615414669914412,0.0097542878012572,-4.0964056084019,"ARF1_HUMAN",2,-3.77588025831909,0.0056770900744838,0.00903894828821759,-0.97397136675,"Up in D1CM",2.04388209819665,"ARF1","ARF1_HUMAN",0.97397136675
0.0766854275000028,16.45090699375,3.57554047865211,0.00853986049989476,0.0131330932591886,-4.4501129074068,"ECHD3_HUMAN",22,-3.77398179682302,0.00569224902493331,0.00906137243270309,-0.0766854275000028,"Non-significant",2.04280601923164,"ECHDC3","ECHD3_HUMAN",0.0766854275000028
-0.141980410000002,13.29512632,-4.85567899926488,0.00167826600925943,0.00301687016251817,-2.67605374745704,"RHOG_HUMAN",9,3.77198499907734,0.0057082400325654,0.00908511239322011,0.141980410000002,"Non-significant",2.04166969560379,"RHOG","RHOG_HUMAN",-0.141980410000002
-0.214120625000001,13.46617353,-3.79507257915445,0.0063498540524412,0.0100305321979061,-4.13029619422051,"EMC8_HUMAN",12,3.76832814439596,0.00573765036173377,0.00913019726242287,0.214120625000001,"Non-significant",2.03951983921748,"EMC8","EMC8_HUMAN",-0.214120625000001
0.271571874749998,8.525176644375,4.63603295210889,0.00218080126885564,0.00382957789483004,-2.9642287023794,"CAST2_HUMAN",5,-3.76454378246783,0.005768257340874,0.00917716895549772,-0.271571874749998,"Non-significant",2.03729127268,"CASTOR2","CAST2_HUMAN",0.271571874749998
0.290638922500001,14.09760856875,3.7380131991109,0.0068535583580973,0.0107436569463273,-4.21285650849702,"TMM33_HUMAN",11,-3.76203361134815,0.00578865552882653,0.00920788402575558,-0.290638922500001,"Non-significant",2.03584015932739,"TMEM33","TMM33_HUMAN",0.290638922500001
0.116468429999999,12.8259332175,3.59617867149878,0.00830277104149165,0.0128035230714843,-4.4198024631694,"CAB39_HUMAN",22,-3.76027069801395,0.00580302756693531,0.00922900365315051,-0.116468429999999,"Non-significant",2.03484518210466,"CAB39","CAB39_HUMAN",0.116468429999999
0.089204072500003,14.48883140125,3.54813416105299,0.00886603818452595,0.0135555660905803,-4.49043857822911,"GNL1_HUMAN",23,-3.75873855951231,0.00581554930323964,0.00924717318939954,-0.089204072500003,"Non-significant",2.0339910084363,"GNL1","GNL1_HUMAN",0.089204072500003
-0.225023031249998,9.094722151625,-3.60642716611432,0.00818768179487125,0.0126376066377897,-4.40476920080287,"GIT1_HUMAN",23,3.75599540295583,0.00583804076862031,0.00928118552219928,0.225023031249998,"Non-significant",2.03239654610172,"GIT1","GIT1_HUMAN",-0.225023031249998
-0.144993542499996,14.44123375375,-3.8987903148165,0.00553399816005141,0.00886579270854062,-3.98128413762185,"VTA1_HUMAN",13,3.75492035930816,0.00584688059742868,0.0092933533968777,0.144993542499996,"Non-significant",2.03182754768854,"VTA1","VTA1_HUMAN",-0.144993542499996
0.351547479999999,11.94721782,3.96618819510818,0.00506526224408106,0.00817600449164291,-3.88520349529372,"GOT1B_HUMAN",6,-3.75471767006434,0.00584854887015044,0.0092933533968777,-0.351547479999999,"Non-significant",2.03182754768854,"GOLT1B","GOT1B_HUMAN",0.351547479999999
0.161585569249999,9.162547707625,3.5665012469511,0.00864598998510706,0.0132751090465659,-4.46340381434286,"MED14_HUMAN",27,-3.75466259953201,0.00584900222688767,0.0092933533968777,-0.161585569249999,"Non-significant",2.03182754768854,"MED14","MED14_HUMAN",0.161585569249999
0.148242712499998,10.68994367125,3.52608206317876,0.00913822896785902,0.0139212239237455,-4.52294745520329,"OTU7B_HUMAN",33,-3.75394622883074,0.00585490303381573,0.00930097581455574,-0.148242712499998,"Non-significant",2.03147148492509,"OTUD7B","OTU7B_HUMAN",0.148242712499998
-0.129744051250002,9.993959664625,-3.67956287830695,0.00741468181429986,0.0115374474825057,-4.29784672872323,"PDK2_HUMAN",18,3.75281249069977,0.005864254777767,0.00931407641262446,0.129744051250002,"Non-significant",2.03086020343947,"PDK2","PDK2_HUMAN",-0.129744051250002
0.238555194250001,10.114316822875,6.52729163168986,0.00028241879514841,0.000624578600298433,-0.698718597232429,"DYLT3_HUMAN",4,-3.75125857423795,0.00587709842353407,0.00933271714618852,-0.238555194250001,"Non-significant",2.0299918964679,"DYNLT3","DYLT3_HUMAN",0.238555194250001
2.325545311,7.30837845825,3.61519346740199,0.00809060169099223,0.0125037920156534,-4.39191982145178,"NFAT5_HUMAN",9,-3.74992535046427,0.00588814200386297,0.00934849292721059,-2.325545311,"Up in D1CM",2.02925839620241,"NFAT5","NFAT5_HUMAN",2.325545311
0.257069587499998,10.98184013375,4.11836508152707,0.0041581632908118,0.00683619238897067,-3.67049924884174,"CS025_HUMAN",7,-3.74690512101884,0.00591324202479801,0.00938657571130366,-0.257069587499998,"Non-significant",2.02749281251702,"C19orf25","CS025_HUMAN",0.257069587499998
0.256868365000001,11.6717629425,3.75533825099703,0.0066961924196198,0.0105184878689853,-4.18774557513076,"FUCM_HUMAN",11,-3.74671810440359,0.00591480001733842,0.00938728099155442,-0.256868365000001,"Non-significant",2.02746018210697,"FUOM","FUCM_HUMAN",0.256868365000001
0.164783477500002,10.57244634625,3.54632017540004,0.008888095663068,0.0135818996272662,-4.49311067431262,"PTPRJ_HUMAN",30,-3.74607938853731,0.00592012433087406,0.00939396234656201,-0.164783477500002,"Non-significant",2.02715118491423,"PTPRJ","PTPRJ_HUMAN",0.164783477500002
0.337839842500003,12.13415396125,3.80607915504913,0.00625738406901547,0.00990488081084157,-4.1144176422892,"DGAT1_HUMAN",8,-3.74555852700648,0.00592447001725987,0.00939905648990784,-0.337839842500003,"Non-significant",2.02691574020802,"DGAT1","DGAT1_HUMAN",0.337839842500003
-0.171152590000002,12.6268072125,-3.6848496251793,0.00736194152484519,0.0114702042722588,-4.29014237769872,"PGP_HUMAN",16,3.74542736711608,0.00592556485791556,0.00939905648990784,0.171152590000002,"Non-significant",2.02691574020802,"PGP","PGP_HUMAN",-0.171152590000002
-0.163862705000001,13.120571375,-3.89803631684919,0.00553950147750736,0.00886846304917561,-3.98236239408406,"RD23A_HUMAN",12,3.74496230326672,0.00592944866773027,0.00940344737917187,0.163862705000001,"Non-significant",2.0267129013706,"RAD23A","RD23A_HUMAN",-0.163862705000001
0.372381927499996,12.40390718125,4.26146941400205,0.0034648611106706,0.00580391778653468,-3.47148900015042,"TM230_HUMAN",4,-3.74443331131815,0.0059338696664016,0.00940797308575133,-0.372381927499996,"Non-significant",2.02650393369209,"TMEM230","TM230_HUMAN",0.372381927499996
0.2101154325,10.30321073625,3.83177629686894,0.0060471246208087,0.00960090665451056,-4.07740579129917,"BORG4_HUMAN",11,-3.74435377493953,0.00593453468939849,0.00940797308575133,-0.2101154325,"Non-significant",2.02650393369209,"CDC42EP4","BORG4_HUMAN",0.2101154325
0.088654515,11.9364163875,3.31860370127056,0.0121863158834356,0.0180397710891252,-4.83133786000897,"HOOK1_HUMAN",40,-3.74071366476229,0.00596505618055487,0.00945458039599417,-0.088654515,"Non-significant",2.0243577408272,"HOOK1","HOOK1_HUMAN",0.088654515
-0.352225064999999,8.8299382925,-3.59090267302768,0.00836269864339488,0.0128888621073643,-4.4275464351839,"UBE3B_HUMAN",28,3.74001410407421,0.00597094108479391,0.00946210955478101,0.352225064999999,"Non-significant",2.02401202788316,"UBE3B","UBE3B_HUMAN",-0.352225064999999
0.0622446549999971,13.450374005,3.3720352757502,0.0113091834971628,0.0168270269545605,-4.75150097818441,"DBNL_HUMAN",25,-3.7398821773085,0.00597205158754716,0.00946210955478101,-0.0622446549999971,"Non-significant",2.02401202788316,"DBNL","DBNL_HUMAN",0.0622446549999971
1.1648527385,7.05100530375,3.63938479030991,0.00782908337930914,0.0121218486047386,-4.35650761532377,"RBM23_HUMAN",5,-3.73856955818481,0.00598311271455087,0.00947785323641219,-1.1648527385,"Up in D1CM",2.02329002059018,"RBM23","RBM23_HUMAN",1.1648527385
0.100325822499999,11.34752571625,3.56638907050095,0.00864731593697437,0.0132751090465659,-4.4635688123642,"CASP8_HUMAN",22,-3.73797630294887,0.00598811913586476,0.00948400154006089,-0.100325822499999,"Non-significant",2.02300838417088,"CASP8","CASP8_HUMAN",0.100325822499999
0.17816329025,9.758807778375,3.50341630636681,0.00942738605412465,0.0143125787194194,-4.55641719945332,"DOCK4_HUMAN",59,-3.73731251906991,0.00599372606304996,0.00949109843799513,-0.17816329025,"Non-significant",2.02268352224564,"DOCK4","DOCK4_HUMAN",0.17816329025
0.982406020250001,6.932347715125,3.77201748657573,0.00654838124996874,0.0103132110530617,-4.16360599722212,"LTO1_HUMAN",2,-3.73693603193888,0.00599690871857236,0.00949435454335959,-0.982406020250001,"Up in D1CM",2.02253455465371,"LTO1","LTO1_HUMAN",0.982406020250001
0.404282807500001,12.86637794875,5.2273325161852,0.00109433730055045,0.00205621246240297,-2.20401036452989,"COX7B_HUMAN",2,-3.73458252405699,0.00601684531982297,0.00952412942737799,-0.404282807500001,"Non-significant",2.02117471141771,"COX7B","COX7B_HUMAN",0.404282807500001
-0.143448352750001,9.559486150875,-3.44767388107942,0.0101811872574444,0.015338199712779,-4.63896721029127,"MYO9B_HUMAN",63,3.73376962947455,0.00602374785327632,0.00953326523756404,0.143448352750001,"Non-significant",2.02075832372934,"MYO9B","MYO9B_HUMAN",-0.143448352750001
-0.158499240000001,12.3224413375,-3.55739649810951,0.00875432593481229,0.0134139635165484,-4.4768004485866,"SEP10_HUMAN",25,3.73287437177356,0.0060313595755635,0.00954351977894214,0.158499240000001,"Non-significant",2.02029142208317,"SEPTIN10","SEP10_HUMAN",-0.158499240000001
0.22864770775,9.918143748625,3.57292341461863,0.00857044235435712,0.0131777195557965,-4.45395996992642,"ERCC2_HUMAN",26,-3.73183758731419,0.00604018747649373,0.00955456733855404,-0.22864770775,"Non-significant",2.01978897441042,"ERCC2","ERCC2_HUMAN",0.22864770775
0.327554941250002,9.361544728375,3.8041130095322,0.00627379470477471,0.00992340318381423,-4.11725296110793,"SP1_HUMAN",8,-3.73178817698996,0.00604060853566906,0.00955456733855404,-0.327554941250002,"Non-significant",2.01978897441042,"SP1","SP1_HUMAN",0.327554941250002
-0.238392829999999,9.3129684925,-3.56990321708424,0.00860588173119215,0.0132225623609586,-4.45840060706085,"TTC13_HUMAN",27,3.72974975235885,0.006058006785875,0.00958028878013891,0.238392829999999,"Non-significant",2.01862139971785,"TTC13","TTC13_HUMAN",-0.238392829999999
0.302168846000002,8.71038746825,3.93205851750025,0.00529699158725397,0.00851905019823768,-3.9337830232874,"CA043_HUMAN",7,-3.72748197881963,0.00607742566946451,0.00960919545449565,-0.302168846000002,"Non-significant",2.01731297282053,"C1orf43","CA043_HUMAN",0.302168846000002
-0.404528857500001,10.94106996125,-9.03530429605011,3.38788695845176e-05,0.000103353236238834,1.67660678424281,"CEBPE_HUMAN",1,3.72527335746259,0.00609640214537259,0.00963739191360569,0.404528857500001,"Non-significant",2.01604047966346,"CEBPE","CEBPE_HUMAN",-0.404528857500001
-0.152246237499996,11.91421425375,-3.58376485264608,0.00844451680623992,0.0129983258144259,-4.43802824786565,"ARSD_HUMAN",21,3.72390138762151,0.00610822206498484,0.00965426660149207,0.152246237499996,"Non-significant",2.0152807123582,"ARSD","ARSD_HUMAN",-0.152246237499996
0.688864707749996,9.113533735125,3.81913301037974,0.0061496013775963,0.00975075056654612,-4.09560552730013,"TNR12_HUMAN",3,-3.72288757737,0.00611697210679839,0.00966628381856085,-0.688864707749996,"Up in D1CM",2.01474045738406,"TNFRSF12A","TNR12_HUMAN",0.688864707749996
1.5699369905,7.47107183925,3.58738356574488,0.00840292958473287,0.0129461329683263,-4.43271347365805,"LIMK2_HUMAN",14,-3.72246778803535,0.00612059917452137,0.00967020251959524,-1.5699369905,"Up in D1CM",2.01456443054764,"LIMK2","LIMK2_HUMAN",1.5699369905
1.212376833,7.31561732275,3.60673628986238,0.00818423720400484,0.0126346035517503,-4.40431594429132,"WRP73_HUMAN",6,-3.7181074785993,0.00615840968593133,0.00972811754923448,-1.212376833,"Up in D1CM",2.01197119026342,"WRAP73","WRP73_HUMAN",1.212376833
-0.369204521249999,8.561551809375,-4.65864172458043,0.00212210459038396,0.00373272529055643,-2.9342485704593,"GDN_HUMAN",3,3.71498208634546,0.00618566547913294,0.00976934126355846,0.369204521249999,"Non-significant",2.01013471931568,"SERPINE2","GDN_HUMAN",-0.369204521249999
-0.0882117775000015,13.97288691875,-4.01679625699234,0.00474170009295794,0.00770834910000819,-3.81345441479654,"GHC2_HUMAN",15,3.71442988452594,0.00619049451304689,0.0097751364275894,0.0882117775000015,"Non-significant",2.00987717261897,"SLC25A18","GHC2_HUMAN",-0.0882117775000015
0.41567730925,8.331313967875,3.67008298076415,0.00751027756287819,0.0116625146605564,-4.31167017382827,"SUFU_HUMAN",9,-3.71392912429148,0.00619487717840819,0.00978022471189411,-0.41567730925,"Non-significant",2.00965116668331,"SUFU","SUFU_HUMAN",0.41567730925
0.275558952500001,10.73946118375,4.16927312617597,0.00389554815133894,0.00644824959472241,-3.59937824866372,"SC22A_HUMAN",6,-3.70569715997161,0.00626740179504168,0.00989287073603114,-0.275558952500001,"Non-significant",2.00467766554052,"SEC22A","SC22A_HUMAN",0.275558952500001
0.162495614999999,12.0461523525,3.7201156100598,0.00702033515986869,0.0109805910303457,-4.2388362547669,"ALG11_HUMAN",14,-3.70244811834089,0.00629627600491788,0.0099365868649041,-0.162495614999999,"Non-significant",2.00276276653718,"ALG11","ALG11_HUMAN",0.162495614999999
0.0989167699999971,15.15676701,3.48831078629687,0.00962554675386957,0.0145819075464354,-4.57875424041362,"SRSF1_HUMAN",24,-3.70047521079185,0.00631387869210575,0.00996076615340351,-0.0989167699999971,"Non-significant",2.00170725561259,"SRSF1","SRSF1_HUMAN",0.0989167699999971
0.0965068375000016,13.24801504625,3.50511039031735,0.00940543728336745,0.0142895513448998,-4.55391365143826,"TMM43_HUMAN",23,-3.70046604884328,0.00631396055969094,0.00996076615340351,-0.0965068375000016,"Non-significant",2.00170725561259,"TMEM43","TMM43_HUMAN",0.0965068375000016
-0.104440685,11.685163975,-3.55432126551861,0.00879124709749653,0.0134656408840266,-4.48132743538895,"FHL2_HUMAN",21,3.69716639021323,0.00634351905102914,0.0100055243415278,0.104440685,"Non-significant",1.99976014714119,"FHL2","FHL2_HUMAN",-0.104440685
-1.2060283425,7.39838188875,-3.56272594521399,0.0086907354875668,0.0133310663193268,-4.46895761342348,"ACAP3_HUMAN",15,3.69647754394407,0.00634970843688736,0.0100134129868145,1.2060283425,"Up in D5B",1.99941787170081,"ACAP3","ACAP3_HUMAN",-1.2060283425
0.19496941525,9.283562779375,3.5039029844654,0.0094210749585222,0.0143081515000691,-4.55569794558928,"NCOA7_HUMAN",36,-3.69600433846223,0.00635396400379097,0.0100182496423408,-0.19496941525,"Non-significant",1.99920815043247,"NCOA7","NCOA7_HUMAN",0.19496941525
1.725283623,6.9138947725,3.56074473076479,0.00871431687857342,0.0133623752900665,-4.47187280050214,"ADIP_HUMAN",10,-3.69246689622241,0.00638587332281814,0.010066677807749,-1.725283623,"Up in D1CM",1.99711383111603,"SSX2IP","ADIP_HUMAN",1.725283623
-0.0706529624999988,16.14821910875,-3.68068069467867,0.00740349661056608,0.0115264264740416,-4.2962174589779,"RB11A_HUMAN",19,3.69173615345195,0.00639248630186443,0.010075218219599,0.0706529624999988,"Non-significant",1.99674553868151,"RAB11A","RB11A_HUMAN",-0.0706529624999988
0.164503577500003,13.82522988375,3.50861649917062,0.00936018598184862,0.0142336293777741,-4.54873325825731,"SYFA_HUMAN",27,-3.69025283812496,0.00640593236254937,0.0100945230667281,-0.164503577500003,"Non-significant",1.9959141952326,"FARSA","SYFA_HUMAN",0.164503577500003
0.534661531499999,8.992535472,3.81882269606158,0.0061521400974533,0.00975294129799396,-4.09605247450985,"USF1_HUMAN",4,-3.69005834340154,0.00640769767548648,0.0100954175152665,-0.534661531499999,"Up in D1CM",1.99587571527143,"USF1","USF1_HUMAN",0.534661531499999
0.271137952500002,10.48741209375,3.85946242200877,0.00582913033491235,0.00929682868362841,-4.03762378244551,"PM34_HUMAN",8,-3.68826175483613,0.00642402888036682,0.0101192561077578,-0.271137952500002,"Non-significant",1.99485141241424,"SLC25A17","PM34_HUMAN",0.271137952500002
-0.161027192500002,13.06796610375,-3.6094513849208,0.00815404971795763,0.0125903068460643,-4.40033538040449,"NFIA_HUMAN",17,3.6858193187991,0.00644630239745258,0.0101524444895605,0.161027192500002,"Non-significant",1.9934293764199,"NFIA","NFIA_HUMAN",-0.161027192500002
-1.583369851,8.18772262325,-3.61043466879048,0.00814314681291209,0.0125757758310802,-4.39889401305882,"PLLP_HUMAN",2,3.68488764721783,0.00645482043312698,0.0101639606633341,1.583369851,"Up in D5B",1.99293702442942,"PLLP","PLLP_HUMAN",-1.583369851
-0.110475301500001,9.389447093,-3.46098860764205,0.00999542966569374,0.0150880151597658,-4.6192189991517,"KPCD_HUMAN",26,3.68400699809129,0.00646288305768789,0.0101747555646715,0.110475301500001,"Non-significant",1.99247601534004,"PRKCD","KPCD_HUMAN",-0.110475301500001
-1.6725269555,8.1203400495,-3.57171512126635,0.0085846017211568,0.0131946768613477,-4.45573641506728,"CAH3_HUMAN",4,3.68253992382522,0.00647633853224529,0.0101940350118199,1.6725269555,"Up in D5B",1.99165387914303,"CA3","CAH3_HUMAN",-1.6725269555
0.474875449750002,7.483865857125,3.66822268343651,0.00752919265882484,0.0116875810168019,-4.31438409962994,"MED7_HUMAN",7,-3.68101008954762,0.00649040155188872,0.0102142633832842,-0.474875449750002,"Non-significant",1.99079294769135,"MED7","MED7_HUMAN",0.474875449750002
0.5173444745,9.0435061455,3.97474563947808,0.00500890410845557,0.00809442481424026,-3.87304722785283,"YIPF2_HUMAN",3,-3.67950392647328,0.00650427889875422,0.0102341920548067,-0.5173444745,"Up in D1CM",1.98994643731894,"YIPF2","YIPF2_HUMAN",0.5173444745
0.3053145425,11.37088322625,4.21589362929426,0.0036708769701275,0.00611740808521656,-3.53456128833002,"SELT_HUMAN",5,-3.67912805712829,0.00650774699691635,0.010237737856851,-0.3053145425,"Non-significant",1.98979599500267,"SELENOT","SELT_HUMAN",0.3053145425
0.506268382249999,7.414354741625,3.99659337462564,0.00486808773981914,0.00788946578714393,-3.84205575421473,"TAF13_HUMAN",3,-3.67878801782957,0.00651088620051973,0.0102407650278374,-0.506268382249999,"Up in D1CM",1.98966759854008,"TAF13","TAF13_HUMAN",0.506268382249999
0.158353570000001,10.264793275,3.76011711147759,0.00665347652346252,0.0104572354309651,-4.18082565988961,"TRBP2_HUMAN",13,-3.67821302588406,0.0065161981466741,0.0102472078690888,-0.158353570000001,"Non-significant",1.9893944538508,"TARBP2","TRBP2_HUMAN",0.158353570000001
-1.339496732,6.5368291735,-3.54579181274523,0.00889453148346782,0.0135892705952783,-4.49388904978793,"LOXL4_HUMAN",13,3.67803880585908,0.00651780855812283,0.0102478284529784,1.339496732,"Up in D5B",1.98936815322321,"LOXL4","LOXL4_HUMAN",-1.339496732
1.412928939,8.31306916475,3.54379260589225,0.00891892862643973,0.0136142066990693,-4.49683453330998,"RIPK4_HUMAN",13,-3.67625937980141,0.00653428117803506,0.0102718120197049,-1.412928939,"Up in D1CM",1.98835293705091,"RIPK4","RIPK4_HUMAN",1.412928939
1.6645427945,7.65008777375,3.55046843635838,0.00883774080178823,0.0135262215357692,-4.48700061286716,"GNT2A_HUMAN",7,-3.67595226758937,0.00653712870172127,0.0102743721474564,-1.6645427945,"Up in D1CM",1.98824470777075,"GCNT2","GNT2A_HUMAN",1.6645427945
0.173420905,11.6393342,3.55982125003294,0.00872533213396579,0.0133743998103651,-4.4732317752182,"CARM1_HUMAN",19,-3.6752202998005,0.00654392081183529,0.0102831298514093,-0.173420905,"Non-significant",1.98787468005715,"CARM1","CARM1_HUMAN",0.173420905
0.817129850500001,7.66722559925,3.55024655069876,0.00884042643736538,0.0135262215357692,-4.48732738392852,"Z280D_HUMAN",11,-3.67217024177774,0.00657230443667075,0.0103258069145755,-0.817129850500001,"Up in D1CM",1.98607600021833,"ZNF280D","Z280D_HUMAN",0.817129850500001
0.671151638250002,8.393277168375,3.91352923702929,0.00542760475215585,0.00870751436161432,-3.96022164383998,"RN138_HUMAN",2,-3.66911890855032,0.00660083175102446,0.0103686937811005,-0.671151638250002,"Up in D1CM",1.98427595136324,"RNF138","RN138_HUMAN",0.671151638250002
