"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D1CM"
1.200409173,10.5441290135,43.2339064782103,6.02770568904731e-10,6.7743375003973e-08,13.8266744943728,"DDX47_HUMAN",19,-44.4512725503422,1.8398553760329e-10,1.68566749615015e-08,-1.200409173,"Up in D1CM",7.77322808737938,"DDX47","DDX47_HUMAN",1.200409173
-1.120462654,10.3965843905,-46.8004763280583,3.41744182883451e-10,4.64606728633002e-08,14.4178274811275,"GPC6_HUMAN",16,44.2148339760779,1.91569363689366e-10,1.7362775984276e-08,1.120462654,"Up in D8BM",7.76038083801484,"GPC6","GPC6_HUMAN",-1.120462654
-2.31489348425,11.003963112875,-43.3745393404388,5.88921793736766e-10,6.70813756676648e-08,13.8510400615017,"SFXN3_HUMAN",17,44.1216118344081,1.94656189587306e-10,1.74548619365042e-08,2.31489348425,"Up in D8BM",7.75808358199455,"SFXN3","SFXN3_HUMAN",-2.31489348425
-1.8400373475,13.89499521375,-42.4534576768019,6.86706200797977e-10,7.42082893144378e-08,13.6897811723963,"QORX_HUMAN",20,43.9555895534272,2.00293972354344e-10,1.76171776605792e-08,1.8400373475,"Up in D8BM",7.75406366599289,"TP53I3","QORX_HUMAN",-1.8400373475
-1.6531639075,15.13842725625,-42.084730648413,7.30939369963191e-10,7.60628141903671e-08,13.6240987339629,"TMPS6_HUMAN",21,43.9453853710769,2.00646465229043e-10,1.76171776605792e-08,1.6531639075,"Up in D8BM",7.75406366599289,"TMPRSS6","TMPS6_HUMAN",-1.6531639075
-0.8629236225,11.36018705375,-35.1142193230196,2.66810599510565e-09,1.66588632835152e-07,12.2442045752557,"DP13B_HUMAN",37,43.7162401631455,2.08749863558361e-10,1.81397175250869e-08,0.8629236225,"Up in D8BM",7.74136948013431,"APPL2","DP13B_HUMAN",-0.8629236225
-1.1513180725,11.54486703875,-39.3949335153058,1.17242806085364e-09,1.00840776785055e-07,13.1242457635189,"NADE_HUMAN",26,43.6534157032643,2.11035772737875e-10,1.81512298817097e-08,1.1513180725,"Up in D8BM",7.74109394292848,"NADSYN1","NADE_HUMAN",-1.1513180725
-0.963940620000001,11.0027248875,-37.1838186653637,1.77199249031168e-09,1.29879345224671e-07,12.6837070796413,"KS6A1_HUMAN",29,43.2252037795373,2.27392492736636e-10,1.93605183967384e-08,0.963940620000001,"Up in D8BM",7.71308301821415,"RPS6KA1","KS6A1_HUMAN",-0.963940620000001
-3.9180136915,8.53562897425,-42.7451836507589,6.53863626349638e-10,7.15768377467675e-08,13.7412862437463,"TSP3_HUMAN",12,42.9275295943518,2.3960811982235e-10,2.01965684198259e-08,3.9180136915,"Up in D8BM",7.69472241485713,"THBS3","TSP3_HUMAN",-3.9180136915
0.5554778575,14.42193138625,27.0263411599125,1.72659095084353e-08,5.03579070057442e-07,10.2087749945507,"XDH_HUMAN",58,-42.7099116602765,2.49008623164179e-10,2.07811255906027e-08,-0.5554778575,"Up in D1CM",7.68233093297958,"XDH","XDH_HUMAN",0.5554778575
-1.7081141475,9.38642120375,-41.1478083990126,8.5870316126537e-10,8.41628947244861e-08,13.4542046640488,"ARH37_HUMAN",20,42.6287199917277,2.52622187449785e-10,2.08760040981788e-08,1.7081141475,"Up in D8BM",7.68035262656,"ARHGEF37","ARH37_HUMAN",-1.7081141475
1.05654621,12.4223005775,36.7595079959673,1.9234911311667e-09,1.3604176839508e-07,12.5958363652251,"HEM1_HUMAN",32,-42.3185321554065,2.6698433968998e-10,2.18486504781247e-08,-1.05654621,"Up in D1CM",7.66057538285849,"ALAS1","HEM1_HUMAN",1.05654621
-4.100464822,10.271774054,-39.8321450944027,1.08343390454174e-09,9.71517487381099e-08,13.208075042241,"PGBM_HUMAN",175,41.5410159721264,3.07224744837541e-10,2.46660251903242e-08,4.100464822,"Up in D8BM",7.60790082930997,"HSPG2","PGBM_HUMAN",-4.100464822
-0.856616975000001,12.8079195025,-32.5641012156136,4.57136968933454e-09,2.1940525998975e-07,11.66195093095,"DPYD_HUMAN",57,41.5403055694773,3.07264520700443e-10,2.46660251903242e-08,0.856616975000001,"Up in D8BM",7.60790082930997,"DPYD","DPYD_HUMAN",-0.856616975000001
2.5988051875,11.73407304125,39.4490069619791,1.16098246557276e-09,1.00840776785055e-07,13.1346701582049,"PIGR_HUMAN",36,-41.4868512943335,3.10274233280779e-10,2.46726557766386e-08,-2.5988051875,"Up in D1CM",7.60778410032537,"PIGR","PIGR_HUMAN",2.5988051875
-2.007804155,12.58578789,-38.74141498513,1.32142253294284e-09,1.07098755097838e-07,12.9969744361257,"PROS_HUMAN",31,41.0982799175956,3.33182455909096e-10,2.62466815033436e-08,2.007804155,"Up in D8BM",7.58092559876818,"PROS1","PROS_HUMAN",-2.007804155
-2.58406078975,9.279127777625,-38.9284937765649,1.27667533356092e-09,1.06545508778069e-07,13.0336520761899,"NID1_HUMAN",42,41.0344565217098,3.37125189018003e-10,2.6311372391044e-08,2.58406078975,"Up in D8BM",7.57985649869069,"NID1","NID1_HUMAN",-2.58406078975
0.974065307500002,14.26749014875,37.7753959545617,1.58290624276956e-09,1.21293788366406e-07,12.804378203973,"ICAM1_HUMAN",22,-40.8709156457991,3.47471149545345e-10,2.68235254485956e-08,-0.974065307500002,"Up in D1CM",7.57148414288073,"ICAM1","ICAM1_HUMAN",0.974065307500002
-1.16815972,13.8442374475,-37.6989080071559,1.60601104202139e-09,1.21955559218002e-07,12.7888946955903,"HEXA_HUMAN",24,40.8309780327958,3.50051939654232e-10,2.68235254485956e-08,1.16815972,"Up in D8BM",7.57148414288073,"HEXA","HEXA_HUMAN",-1.16815972
-1.0167789475,11.67235803375,-36.9568105096614,1.85128288385021e-09,1.33371482290371e-07,12.6368348008707,"PAXI_HUMAN",24,40.6231523052705,3.63836690568057e-10,2.75333076330811e-08,1.0167789475,"Up in D8BM",7.56014161278002,"PXN","PAXI_HUMAN",-1.0167789475
-1.18945765499999,14.7404836425,-35.5700966234365,2.43319410232229e-09,1.56560252583775e-07,12.3434211906487,"DPP4_HUMAN",42,40.5935786097533,3.65847722731651e-10,2.75333076330811e-08,1.18945765499999,"Up in D8BM",7.56014161278002,"DPP4","DPP4_HUMAN",-1.18945765499999
-1.0772223475,12.36832475625,-34.4859611727887,3.03539736335744e-09,1.78918631998181e-07,12.1051351076993,"KLC4_HUMAN",45,40.261947139234,3.89281326507018e-10,2.90376309834306e-08,1.0772223475,"Up in D8BM",7.53703881816449,"KLC4","KLC4_HUMAN",-1.0772223475
0.731573815000001,12.4985395675,29.7493690745111,8.71269372371911e-09,3.27853997309055e-07,10.9592525840411,"COBL1_HUMAN",67,-40.2003355641027,3.93819427388676e-10,2.91184557320978e-08,-0.731573815000001,"Up in D1CM",7.53583166111766,"COBLL1","COBL1_HUMAN",0.731573815000001
-0.7330424775,11.03791749375,-32.8103988835293,4.33196701352579e-09,2.13634489500258e-07,11.7203091465986,"NEDD4_HUMAN",29,40.1135205722207,4.00315843106267e-10,2.93414107960237e-08,0.7330424775,"Up in D8BM",7.53251900820923,"NEDD4","NEDD4_HUMAN",-0.7330424775
-1.0188548575,10.63198268375,-33.5232930351917,3.71562348826927e-09,1.9333815283497e-07,11.8865892436665,"LIMC1_HUMAN",55,40.0508951499027,4.05077409409113e-10,2.94344610681846e-08,1.0188548575,"Up in D8BM",7.53114391151671,"LIMCH1","LIMC1_HUMAN",-1.0188548575
1.14395499,12.2216066125,36.1500558532078,2.16762262709787e-09,1.47345896159742e-07,12.4676426829569,"ABCF2_HUMAN",27,-39.8257670417459,4.22731267483984e-10,3.04547166976282e-08,-1.14395499,"Up in D1CM",7.51634543613068,"ABCF2","ABCF2_HUMAN",1.14395499
1.319154025,11.987400175,35.9957387114387,2.23491445262526e-09,1.50704751369427e-07,12.4348047993939,"LPIN2_HUMAN",32,-39.562431018141,4.44495284594436e-10,3.17512775749703e-08,-1.319154025,"Up in D1CM",7.49823879532958,"LPIN2","LPIN2_HUMAN",1.319154025
0.961651324999997,11.8311002275,35.6603267579228,2.38954228124108e-09,1.55999982110476e-07,12.3628932925573,"WDR43_HUMAN",24,-39.3120928586992,4.66366769113085e-10,3.29336269622004e-08,-0.961651324999997,"Up in D1CM",7.48236043804211,"WDR43","WDR43_HUMAN",0.961651324999997
1.7151396275,16.76934707125,39.7693545421547,1.09572885634935e-09,9.72199845280909e-08,13.1960996778993,"A1AG1_HUMAN",15,-39.2843826252854,4.68861695985769e-10,3.29336269622004e-08,-1.7151396275,"Up in D1CM",7.48236043804211,"ORM1","A1AG1_HUMAN",1.7151396275
-1.1607449075,13.19651830375,-33.6230098867293,3.63764542538694e-09,1.92840964091739e-07,11.9095419135661,"CO5_HUMAN",77,39.1763057435905,4.78737841512266e-10,3.33494319512966e-08,1.1607449075,"Up in D8BM",7.4769115591243,"C5","CO5_HUMAN",-1.1607449075
1.68441379075,8.379819214375,37.0461380167066,1.81960969013374e-09,1.32219742052908e-07,12.6553169709619,"LRC41_HUMAN",25,-39.1322916327035,4.82827137320183e-10,3.33586060694412e-08,-1.68441379075,"Up in D1CM",7.47679210518651,"LRRC41","LRC41_HUMAN",1.68441379075
0.651083467500001,11.67702817875,28.5986972619938,1.15415831505301e-08,3.81505899513013e-07,10.65133548838,"GOGA5_HUMAN",46,-38.8269331845788,5.12310245307831e-10,3.5107829737396e-08,-0.651083467500001,"Up in D1CM",7.45459601651029,"GOLGA5","GOGA5_HUMAN",0.651083467500001
-2.18700146925,10.080351472875,-36.6815360659188,1.95290710354784e-09,1.3604176839508e-07,12.5795670410721,"BMP1_HUMAN",34,38.7147312112021,5.23651045263257e-10,3.55956021009999e-08,2.18700146925,"Up in D8BM",7.44860365655672,"BMP1","BMP1_HUMAN",-2.18700146925
-1.3874945675,18.09538531375,-34.996374384531,2.73296208202513e-09,1.68383481295736e-07,12.2183271782489,"ANXA2_HUMAN",42,38.6721958056671,5.28024314560217e-10,3.56057355794245e-08,1.3874945675,"Up in D8BM",7.4484800377053,"ANXA2","ANXA2_HUMAN",-1.3874945675
-1.643824335,10.30975735,-39.8936270767172,1.07154717621989e-09,9.71190446059944e-08,13.2197802479262,"F151A_HUMAN",14,38.5945733693194,5.36111947505965e-10,3.58641873454586e-08,1.643824335,"Up in D8BM",7.44533900549163,"FAM151A","F151A_HUMAN",-1.643824335
-1.1709501725,11.04607999375,-34.5607890192393,2.98876337729113e-09,1.77410468360471e-07,12.1218434269528,"DTNA_HUMAN",32,38.4504664453761,5.51501025059014e-10,3.66031664584443e-08,1.1709501725,"Up in D8BM",7.43648134313165,"DTNA","DTNA_HUMAN",-1.1709501725
-1.14749575,10.9653778075,-34.0514514303712,3.32313563239753e-09,1.86738068303192e-07,12.0073252984354,"VLDLR_HUMAN",35,38.2384506831343,5.75058877005743e-10,3.76846289897875e-08,1.14749575,"Up in D8BM",7.4238357560584,"VLDLR","VLDLR_HUMAN",-1.14749575
0.486042500000002,10.962394475,22.9620316866118,5.49887080176538e-08,1.09834080540475e-06,8.92777556400762,"TRIPB_HUMAN",107,-38.2237231964654,5.76737114685323e-10,3.76846289897875e-08,-0.486042500000002,"Non-significant",7.4238357560584,"TRIP11","TRIPB_HUMAN",0.486042500000002
-1.45679855,13.4512016775,-37.4572354105628,1.68157613215105e-09,1.25433674494701e-07,12.7397422321865,"CBPQ_HUMAN",18,38.1555250886486,5.84581041055406e-10,3.79033353465847e-08,1.45679855,"Up in D8BM",7.42132257211945,"CPQ","CBPQ_HUMAN",-1.45679855
-1.99815511775,9.691677093625,-36.248861498771,2.12574917015939e-09,1.45674306953443e-07,12.4885869959559,"QSOX1_HUMAN",23,37.7896195858233,6.28782821726614e-10,4.04580946895697e-08,1.99815511775,"Up in D8BM",7.39299457350021,"QSOX1","QSOX1_HUMAN",-1.99815511775
-1.0145862125,15.93199121875,-32.2035399064026,4.94950941259475e-09,2.28410452754009e-07,11.5756542907234,"CALD1_HUMAN",42,37.3001547879159,6.93943719143195e-10,4.4312512186803e-08,1.0145862125,"Up in D8BM",7.35347362803341,"CALD1","CALD1_HUMAN",-1.0145862125
-0.836603162499998,16.69846725625,-29.1986174400941,9.95424345526095e-09,3.57765892249442e-07,10.8134757183043,"FLNB_HUMAN",187,37.230997536858,7.03752073866414e-10,4.46009491024061e-08,0.836603162499998,"Up in D8BM",7.35065589945934,"FLNB","FLNB_HUMAN",-0.836603162499998
1.335885765,11.64561522,40.747940296688,9.2084098721166e-10,8.62418742356343e-08,13.3803518256045,"HLAE_HUMAN",13,-36.9839178537275,7.40097532704695e-10,4.65543440534916e-08,-1.335885765,"Up in D1CM",7.33203978814264,"HLA-E","HLAE_HUMAN",1.335885765
-0.720053910000003,14.7643584025,-28.9179296887842,1.06637291861998e-08,3.64832935247151e-07,10.7380569100544,"ES8L2_HUMAN",44,36.8283782819908,7.64064880707619e-10,4.73191815618191e-08,0.720053910000003,"Up in D8BM",7.32496277558806,"EPS8L2","ES8L2_HUMAN",-0.720053910000003
-1.0418047925,13.75076913875,-33.5258035590726,3.71363706674891e-09,1.9333815283497e-07,11.8871680211348,"CD166_HUMAN",26,36.8106827583793,7.66846795824845e-10,4.73191815618191e-08,1.0418047925,"Up in D8BM",7.32496277558806,"ALCAM","CD166_HUMAN",-1.0418047925
-1.4301838875,11.76855897875,-33.5069994299788,3.72854504597498e-09,1.9333815283497e-07,11.8828317638267,"PRG4_HUMAN",47,36.7964154796782,7.69098098703193e-10,4.73191815618191e-08,1.4301838875,"Up in D8BM",7.32496277558806,"PRG4","PRG4_HUMAN",-1.4301838875
0.689489124999998,14.8022516975,31.3580599240074,5.98437387491445e-09,2.56052220262202e-07,11.3691518323845,"G3BP1_HUMAN",25,-36.5369445215609,8.11374020445846e-10,4.92372469663542e-08,-0.689489124999998,"Up in D1CM",7.3077062380467,"G3BP1","G3BP1_HUMAN",0.689489124999998
-0.995404717500001,15.48024082125,-31.7765599684425,5.44418887186835e-09,2.39005562505096e-07,11.4721052750416,"AGM1_HUMAN",38,36.5334799025949,8.11956024240507e-10,4.92372469663542e-08,0.995404717500001,"Up in D8BM",7.3077062380467,"PGM3","AGM1_HUMAN",-0.995404717500001
-0.974822762500002,13.25962317125,-33.7358707884552,3.5516272502421e-09,1.91207932172306e-07,11.9354310485018,"H1BP3_HUMAN",23,36.4929889339536,8.18793015164679e-10,4.92971880344506e-08,0.974822762500002,"Up in D8BM",7.30717785264875,"HS1BP3","H1BP3_HUMAN",-0.974822762500002
-3.07335758225,11.067510366375,-54.8846579241839,1.09137027788326e-10,2.29979001806951e-08,15.5800943752115,"ADIRF_HUMAN",4,36.381068962445,8.38032144222086e-10,5.0059051929873e-08,3.07335758225,"Up in D8BM",7.30051737976822,"ADIRF","ADIRF_HUMAN",-3.07335758225
-1.0496947775,14.67368376125,-33.010152638957,4.14825569577167e-09,2.1000063667188e-07,11.7672925416841,"ANX11_HUMAN",27,36.3407361404705,8.45090298828111e-10,5.0059051929873e-08,1.0496947775,"Up in D8BM",7.30051737976822,"ANXA11","ANX11_HUMAN",-1.0496947775
-1.56002331,11.543133735,-35.9034078417232,2.27631257457636e-09,1.50918131303985e-07,12.4150830572536,"ACY3_HUMAN",17,36.3170661749595,8.49263782889054e-10,5.0059051929873e-08,1.56002331,"Up in D8BM",7.30051737976822,"ACY3","ACY3_HUMAN",-1.56002331
1.3951580525,11.87065279375,33.0616292854425,4.10236152902758e-09,2.09568517140445e-07,11.7793503547279,"DDX21_HUMAN",43,-36.2436928083187,8.62349820473793e-10,5.04774071998167e-08,-1.3951580525,"Up in D1CM",7.29690296096938,"DDX21","DDX21_HUMAN",1.3951580525
1.8568031775,13.65639555625,40.8733756074884,9.00813838338611e-10,8.53141555433275e-08,13.4036070025753,"ISG20_HUMAN",10,-36.0911915054135,8.90284329121281e-10,5.14940526136417e-08,-1.8568031775,"Up in D1CM",7.28824292758464,"ISG20","ISG20_HUMAN",1.8568031775
-1.9780292525,16.02727413125,-35.4375643028073,2.49896735782439e-09,1.58374404955652e-07,12.3147214929303,"LEG4_HUMAN",17,36.082342633959,8.91936372237713e-10,5.14940526136417e-08,1.9780292525,"Up in D8BM",7.28824292758464,"LGALS4","LEG4_HUMAN",-1.9780292525
-0.80838441875,9.691685438125,-28.8586738441787,1.0820765667551e-08,3.64832935247151e-07,10.7220363551429,"DOP1B_HUMAN",65,36.0375704519182,9.00348458273328e-10,5.15077456008579e-08,0.80838441875,"Up in D8BM",7.28812745797291,"DOP1B","DOP1B_HUMAN",-0.80838441875
-1.6839854725,12.70768559125,-34.4218838056747,3.07599069808303e-09,1.79712108257559e-07,12.0907957847148,"CADH1_HUMAN",23,36.0162009331883,9.04395106053739e-10,5.15077456008579e-08,1.6839854725,"Up in D8BM",7.28812745797291,"CDH1","CADH1_HUMAN",-1.6839854725
0.791212795,13.288639425,34.1568739441635,3.25057080428423e-09,1.8388631751216e-07,12.0311807689549,"DRG1_HUMAN",20,-35.9545554324945,9.16184361004413e-10,5.18289797242027e-08,-0.791212795,"Up in D1CM",7.28542734035032,"DRG1","DRG1_HUMAN",0.791212795
1.4120426175,13.58652901625,42.8421918696873,6.43341523752215e-10,7.13516539961503e-08,13.758324115101,"SRXN1_HUMAN",11,-35.8914578587346,9.28431627385701e-10,5.21716679148938e-08,-1.4120426175,"Up in D1CM",7.28256527877205,"SRXN1","SRXN1_HUMAN",1.4120426175
-3.22505891225,8.484968721375,-34.2991785078117,3.15546233504789e-09,1.79712108257559e-07,12.063255172461,"LAMB1_HUMAN",56,35.7740728728206,9.51711973506358e-10,5.31256968522191e-08,3.22505891225,"Up in D8BM",7.27469536024349,"LAMB1","LAMB1_HUMAN",-3.22505891225
-1.3939023025,12.88670682875,-32.2519139607512,4.8967653571921e-09,2.28195162652931e-07,11.5872924447726,"FA5_HUMAN",71,35.7382402528451,9.58949457504327e-10,5.31775327454209e-08,1.3939023025,"Up in D8BM",7.27427181630694,"F5","FA5_HUMAN",-1.3939023025
1.6099960825,10.91311776625,34.3077158157799,3.14985798928934e-09,1.79712108257559e-07,12.0651748051623,"HSP76_HUMAN",21,-35.6629346557272,9.74363481620537e-10,5.36791489318922e-08,-1.6099960825,"Up in D1CM",7.27019437840376,"HSPA6","HSP76_HUMAN",1.6099960825
0.859648705,11.9005260475,31.9333203691827,5.25630907748454e-09,2.34420260392155e-07,11.5102949236231,"TOM34_HUMAN",25,-35.5703750052766,9.93694417072501e-10,5.43886379318449e-08,-0.859648705,"Up in D1CM",7.26449181719312,"TOMM34","TOM34_HUMAN",0.859648705
1.0774297675,11.42351174375,30.9055408051578,6.63831009340262e-09,2.75637023533452e-07,11.2561593524757,"JAK1_HUMAN",56,-35.4978548543669,1.0091433999375e-09,5.45363845880232e-08,-1.0774297675,"Up in D1CM",7.26331365637451,"JAK1","JAK1_HUMAN",1.0774297675
0.841192962499999,14.00923621625,29.088696754106,1.02254851415112e-08,3.5912755940749e-07,10.7840325372405,"PARP1_HUMAN",57,-35.4969681623407,1.00933396556313e-09,5.45363845880232e-08,-0.841192962499999,"Up in D1CM",7.26331365637451,"PARP1","PARP1_HUMAN",0.841192962499999
1.143903495,10.65147817,35.5137259316986,2.46092590174684e-09,1.5714503352897e-07,12.3312285649068,"MPP10_HUMAN",17,-35.444426347891,1.02069911228154e-09,5.46165286875164e-08,-1.143903495,"Up in D1CM",7.26267590616927,"MPHOSPH10","MPP10_HUMAN",1.143903495
-1.0751867325,16.92383956875,-32.5284295615793,4.60727619150382e-09,2.1940525998975e-07,11.6534593310654,"PDLI1_HUMAN",26,35.4303134683649,1.02377643049325e-09,5.46165286875164e-08,1.0751867325,"Up in D8BM",7.26267590616927,"PDLIM1","PDLI1_HUMAN",-1.0751867325
-1.704997305,13.2902385,-34.5891753427176,2.97128636247322e-09,1.77410468360471e-07,12.1281714820274,"FADS2_HUMAN",18,35.3643744158043,1.0382941992326e-09,5.50197538790896e-08,1.704997305,"Up in D8BM",7.25948135667975,"FADS2","FADS2_HUMAN",-1.704997305
1.6917192925,14.91551434875,33.6928285159856,3.58415627989375e-09,1.91207932172306e-07,11.9255687061262,"SQSTM_HUMAN",24,-35.3250697055104,1.04705858385848e-09,5.50197538790896e-08,-1.6917192925,"Up in D1CM",7.25948135667975,"SQSTM1","SQSTM_HUMAN",1.6917192925
-1.676976918,9.919616341,-33.8724393265611,3.45061981851709e-09,1.90099833008369e-07,11.9666329127515,"SCMC1_HUMAN",22,35.3078835413714,1.0509171164472e-09,5.50197538790896e-08,1.676976918,"Up in D8BM",7.25948135667975,"SLC25A24","SCMC1_HUMAN",-1.676976918
1.275461912,10.4217647315,32.1703580763062,4.98606279591147e-09,2.28410452754009e-07,11.5676602910852,"UT14A_HUMAN",35,-35.2021267016644,1.07501793423078e-09,5.5780826249822e-08,-1.275461912,"Up in D1CM",7.25351505706386,"UTP14A","UT14A_HUMAN",1.275461912
-0.768111704999997,14.1442921175,-29.1174905209239,1.01536287827553e-08,3.5912755940749e-07,10.7917565558745,"PLSI_HUMAN",37,35.1862505905051,1.0786896047836e-09,5.5780826249822e-08,0.768111704999997,"Up in D8BM",7.25351505706386,"PLS1","PLSI_HUMAN",-0.768111704999997
0.722417590000003,11.0190280675,27.9664014257419,1.35345186845903e-08,4.28836295422717e-07,10.476515081926,"EXOSX_HUMAN",45,-35.067903270512,1.10651105850672e-09,5.68706201960557e-08,-0.722417590000003,"Up in D1CM",7.24511203557312,"EXOSC10","EXOSX_HUMAN",0.722417590000003
0.804562812499999,13.10754549375,29.1902950011936,9.97449100470031e-09,3.57765892249442e-07,10.8112505906038,"TFR1_HUMAN",38,-34.8494390958394,1.16002674312847e-09,5.89196613713063e-08,-0.804562812499999,"Up in D1CM",7.22973975784087,"TFRC","TFR1_HUMAN",0.804562812499999
1.3603022075,12.52993428625,32.8082160046202,4.33402511621118e-09,2.13634489500258e-07,11.719794012358,"4F2_HUMAN",25,-34.8481196258643,1.16035873622456e-09,5.89196613713063e-08,-1.3603022075,"Up in D1CM",7.22973975784087,"SLC3A2","4F2_HUMAN",1.3603022075
-1.57351446000001,15.4399755,-33.759731354965,3.5337395913434e-09,1.91207932172306e-07,11.9408923682216,"FGL1_HUMAN",19,34.7225805269525,1.19244281766896e-09,5.94954700582056e-08,1.57351446000001,"Up in D8BM",7.22551609987848,"FGL1","FGL1_HUMAN",-1.57351446000001
-2.16626477375,9.799557805625,-38.7675311880602,1.31506985272748e-09,1.07098755097838e-07,13.002106531142,"SDCB2_HUMAN",9,34.7222998559038,1.19251566397687e-09,5.94954700582056e-08,2.16626477375,"Up in D8BM",7.22551609987848,"SDCBP2","SDCB2_HUMAN",-2.16626477375
1.17474079,12.5520098225,31.872403881982,5.32842765214935e-09,2.35148254868937e-07,11.4954785615381,"ABHD2_HUMAN",29,-34.7021859701215,1.19774921621672e-09,5.94954700582056e-08,-1.17474079,"Up in D1CM",7.22551609987848,"ABHD2","ABHD2_HUMAN",1.17474079
-0.9295697225,11.02358198125,-28.9138025286727,1.06745823218381e-08,3.64832935247151e-07,10.7369422053171,"MYO7A_HUMAN",98,34.6938249230195,1.19993236562996e-09,5.94954700582056e-08,0.9295697225,"Up in D8BM",7.22551609987848,"MYO7A","MYO7A_HUMAN",-0.9295697225
-1.09849739,11.2857933025,-30.7983660390803,6.80487013885508e-09,2.7954254549356e-07,11.2291389403912,"ARVC_HUMAN",38,34.4417851514528,1.26790326540921e-09,6.24979919540013e-08,1.09849739,"Up in D8BM",7.20413393621283,"ARVCF","ARVC_HUMAN",-1.09849739
-0.918489214999999,12.017923235,-31.5292298887539,5.75637863391038e-09,2.47980821616876e-07,11.4114377865731,"FKBP9_HUMAN",24,34.3947740805859,1.28105752628921e-09,6.27792667970449e-08,0.918489214999999,"Up in D8BM",7.20218376075858,"FKBP9","FKBP9_HUMAN",-0.918489214999999
-1.4606816775,12.69697844875,-34.7456154559353,2.8770313008773e-09,1.75728237935469e-07,12.1629446107102,"VISL1_HUMAN",15,34.2519806973023,1.3219688808955e-09,6.41108766079562e-08,1.4606816775,"Up in D8BM",7.19306828483214,"VSNL1","VISL1_HUMAN",-1.4606816775
