"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D1CM"
0.698729757499999,15.03395068625,5.00720776013583,0.00143938327533846,0.00288870514948283,-2.46442472581651,"NDUA4_HUMAN",6,-4.8614068927239,0.0014511188196863,0.0029081028366942,-0.698729757499999,"Up in D1CM",2.53639023996597,"NDUFA4","NDUA4_HUMAN",0.698729757499999
0.193453787500001,11.57144331875,5.07326014358786,0.00133465904448055,0.00270558948675482,-2.38096002315206,"TBL1R_HUMAN",14,-4.8611738015445,0.00145153180159822,0.00290823901965091,-0.193453787500001,"Non-significant",2.53636990295412,"TBL1XR1","TBL1R_HUMAN",0.193453787500001
0.669826865250002,8.458000719375,4.74877313233238,0.00194581655160043,0.0037782279920387,-2.79692098805775,"RIOK1_HUMAN",14,-4.85814118746578,0.00145691663147804,0.00291833419361417,-0.669826865250002,"Up in D1CM",2.53486497627673,"RIOK1","RIOK1_HUMAN",0.669826865250002
0.529397249500001,8.6522494555,5.85685703691664,0.000569606454781806,0.00129797588736303,-1.43657166710542,"TM219_HUMAN",4,-4.85425308143798,0.00146385257452727,0.00293153085072234,-0.529397249500001,"Up in D1CM",2.53290553104494,"TMEM219","TM219_HUMAN",0.529397249500001
0.707629442000002,8.0501726865,4.990427799668,0.00146741408974078,0.00294075923975868,-2.4857260558202,"BANP_HUMAN",6,-4.85348196138002,0.00146523246339128,0.00293359725271379,-0.707629442000002,"Up in D1CM",2.53259950975996,"BANP","BANP_HUMAN",0.707629442000002
-0.156593562499999,13.31200492375,-4.48247681966117,0.00268155607770583,0.00501727773118368,-3.14948619738825,"OXSR1_HUMAN",26,4.85168760530648,0.00146844891614819,0.00293933885400453,0.156593562499999,"Non-significant",2.53175034453596,"OXSR1","OXSR1_HUMAN",-0.156593562499999
0.856827974249999,6.802075028375,4.7226128423908,0.00200717945766071,0.00387772533775433,-2.8311078204112,"ARIP4_HUMAN",16,-4.85041448783614,0.00147073572302129,0.002943217333653,-0.856827974249999,"Up in D1CM",2.53117766745483,"RAD54L2","ARIP4_HUMAN",0.856827974249999
0.103830337500003,16.10044383875,3.87716383160487,0.00578095957078221,0.00989998135353986,-3.98804303603066,"KPYR_HUMAN",51,-4.84794376406621,0.00147518485075187,0.00295106683155083,-0.103830337500003,"Non-significant",2.53002095510692,"PKLR","KPYR_HUMAN",0.103830337500003
0.142023562499997,10.96414423125,4.48615774192803,0.0026695053960458,0.00499916929199512,-3.14454386520564,"RFC5_HUMAN",24,-4.84784757438041,0.00147535836138987,0.00295106683155083,-0.142023562499997,"Non-significant",2.53002095510692,"RFC5","RFC5_HUMAN",0.142023562499997
0.221933125,12.0586203325,7.4510554265562,0.000125928673463072,0.000361887358590938,0.249123064809956,"ATP5S_HUMAN",8,-4.84671238251684,0.00147740775491914,0.0029544649979154,-0.221933125,"Non-significant",2.52952115081961,"DMAC2L","ATP5S_HUMAN",0.221933125
-0.331343889999996,10.93403113,-4.92109100022167,0.00158981491094851,0.00316278361252676,-2.57416772068252,"CA050_HUMAN",12,4.84592049030785,0.00147883922786258,0.00295662615077175,0.331343889999996,"Non-significant",2.52920358616758,"C1orf50","CA050_HUMAN",-0.331343889999996
0.116841552500002,10.84467637625,4.09237061515007,0.00437179370801385,0.00773181896031237,-3.6841223967925,"GCP2_HUMAN",39,-4.84404903066614,0.0014822282396523,0.00296269903534012,-0.116841552500002,"Non-significant",2.52831246391979,"TUBGCP2","GCP2_HUMAN",0.116841552500002
0.432902810000003,10.8785486225,5.99612340324147,0.000493640335203041,0.00115292169172248,-1.27725781734518,"ZMAT2_HUMAN",5,-4.84349721447035,0.00148322914400921,0.00296363342901948,-0.432902810000003,"Non-significant",2.52817551513243,"ZMAT2","ZMAT2_HUMAN",0.432902810000003
0.539688830000001,10.079894425,4.72736465173367,0.00199587663029272,0.00386563513711795,-2.82489079692262,"CTU2_HUMAN",16,-4.84340365837162,0.00148339891292362,0.00296363342901948,-0.539688830000001,"Up in D1CM",2.52817551513243,"CTU2","CTU2_HUMAN",0.539688830000001
-0.5635783665,9.97451484175,-7.62132022307883,0.000108823549026973,0.000320053626918477,0.412742421622919,"ICAL_HUMAN",2,4.84086184242532,0.00148801950808308,0.00297216029232992,0.5635783665,"Up in D8BM",2.52692777223409,"CAST","ICAL_HUMAN",-0.5635783665
0.294196368749999,10.050976158125,4.70594016315876,0.00204739932778115,0.00394457804202681,-2.85294698369965,"TRAD1_HUMAN",19,-4.84057417827424,0.00148854342631629,0.00297250237868279,-0.294196368749999,"Non-significant",2.52687778917407,"TRAFD1","TRAD1_HUMAN",0.294196368749999
-1.96341264275,8.100894033875,-4.72211016103615,0.00200837927509909,0.00387915419564855,-2.83176569133431,"CO5A2_HUMAN",8,4.83912854524538,0.00149117939860439,0.00297706090735111,1.96341264275,"Up in D8BM",2.52621228008088,"COL5A2","CO5A2_HUMAN",-1.96341264275
0.954327464249999,8.996744453875,4.75336740387253,0.00193525504401144,0.00376031921760545,-2.79092717160839,"ELF1_HUMAN",9,-4.83052872034116,0.00150696649384293,0.00300786658219324,-0.954327464249999,"Up in D1CM",2.52174143134579,"ELF1","ELF1_HUMAN",0.954327464249999
-0.169687987500001,12.40261590625,-4.64201634529775,0.00221004148634416,0.00422350218644062,-2.93704704209415,"WASL_HUMAN",20,4.8189894450637,0.00152843820131205,0.00305000132548751,0.169687987500001,"Non-significant",2.51569997191492,"WASL","WASL_HUMAN",-0.169687987500001
0.218082187499999,13.59535229125,5.76469825570089,0.000627018518512936,0.00141238350949908,-1.54337279716166,"ARP5L_HUMAN",10,-4.81767048232033,0.00153091373682125,0.00305421819826422,-0.218082187499999,"Non-significant",2.51509993947441,"ARPC5L","ARP5L_HUMAN",0.218082187499999
-0.471516845,11.3122102025,-6.22699075303678,0.000391361112423336,0.000945480887536915,-1.01855504155689,"PFD4_HUMAN",4,4.81455486973339,0.0015367788361009,0.00306519375520456,0.471516845,"Non-significant",2.51354206791339,"PFDN4","PFD4_HUMAN",-0.471516845
-0.131516935000001,11.7724604625,-4.04194081914573,0.00466469153694082,0.00818909155481527,-3.75478111867319,"ROCK1_HUMAN",87,4.81417121251092,0.0015375027668855,0.0030659121888048,0.131516935000001,"Non-significant",2.51344028798903,"ROCK1","ROCK1_HUMAN",-0.131516935000001
0.593166829999994,16.4937951575,5.07146753392706,0.00133738726754695,0.00270879419236694,-2.38321708660537,"COX6C_HUMAN",6,-4.81367410309233,0.00153844132885076,0.00306705817428644,-0.593166829999994,"Up in D1CM",2.51327798647856,"COX6C","COX6C_HUMAN",0.593166829999994
0.466090917500001,8.6692813635,4.93253232150722,0.001568862616601,0.00312696689414278,-2.55952700836152,"CTU1_HUMAN",9,-4.8126925181465,0.00154029644392815,0.00307003043884379,-0.466090917500001,"Non-significant",2.51285731854354,"CTU1","CTU1_HUMAN",0.466090917500001
-0.689722299749999,7.400033116375,-4.66231073958718,0.00215691423931409,0.00413196139163148,-2.91028393449244,"DOC11_HUMAN",27,4.81032893945089,0.00154477347972407,0.00307822592449035,0.689722299749999,"Up in D8BM",2.51169950855953,"DOCK11","DOC11_HUMAN",-0.689722299749999
-0.174747229999998,13.0394655475,-4.72630583473852,0.00199838908221524,0.00386961212359114,-2.82627581979065,"EMC2_HUMAN",18,4.80942444980339,0.00154649051391555,0.00308091905974808,0.174747229999998,"Non-significant",2.51131971108472,"EMC2","EMC2_HUMAN",-0.174747229999998
0.268243790000003,13.5255031575,6.86871510126498,0.000211842509182075,0.000562754651716266,-0.333131036724582,"LSM2_HUMAN",7,-4.80828795563068,0.00154865093836102,0.00308449403578568,-0.268243790000003,"Non-significant",2.51081606517616,"LSM2","LSM2_HUMAN",0.268243790000003
0.590113400500003,10.10509192975,5.23597869823176,0.00111088768838023,0.0023040532296646,-2.17795476236511,"ALG3_HUMAN",5,-4.80772935638289,0.00154971402252264,0.00308588223383968,-0.590113400500003,"Up in D1CM",2.5106206518858,"ALG3","ALG3_HUMAN",0.590113400500003
0.519862174749999,9.462242126625,4.87119398472689,0.00168487628970168,0.0033290722564218,-2.6382347233814,"AKA7G_HUMAN",9,-4.80525179757258,0.00155443877478984,0.00309455938420018,-0.519862174749999,"Up in D1CM",2.50940117883545,"AKAP7","AKA7G_HUMAN",0.519862174749999
-0.219689845000001,13.1030461775,-4.74018863420677,0.00196572172023996,0.00381160993326492,-2.80812863438389,"EFHD2_HUMAN",17,4.80445444147797,0.00155596270370911,0.00309686177793722,0.219689845000001,"Non-significant",2.50907817805256,"EFHD2","EFHD2_HUMAN",-0.219689845000001
0.709097624999998,12.43049705,5.95494579725905,0.000514854528078961,0.00119386762508324,-1.32410458481307,"KISHA_HUMAN",2,-4.80422863746587,0.00155639456393804,0.00309699003291637,-0.709097624999998,"Up in D1CM",2.50906019233659,"TMEM167A","KISHA_HUMAN",0.709097624999998
-0.112564799999996,13.0681749575,-3.84736534669295,0.00601227090784777,0.0102420031289913,-4.03060938097701,"AFAD_HUMAN",101,4.80400109652523,0.0015568298789802,0.0030971251002889,0.112564799999996,"Non-significant",2.50904125209627,"AFDN","AFAD_HUMAN",-0.112564799999996
0.39048624025,7.859452843625,4.61704161351991,0.00227740825143095,0.00433454092750375,-2.97006302742037,"MED12_HUMAN",31,-4.80373038971739,0.0015573479496512,0.00309742469740678,-0.39048624025,"Non-significant",2.50899924311114,"MED12","MED12_HUMAN",0.39048624025
0.469143986499999,8.395189464,4.8007667816954,0.00182990684369486,0.00357540212923134,-2.72926426403089,"RGP1_HUMAN",11,-4.80189547023989,0.00156086454784379,0.00310368654724588,-0.469143986499999,"Non-significant",2.50812214620103,"RGP1","RGP1_HUMAN",0.469143986499999
0.214215754999998,10.3997852825,4.66604378021512,0.00214729578720259,0.00411540613695557,-2.90536741329855,"PIGG_HUMAN",19,-4.79909370999206,0.00156625087969748,0.00311366242098351,-0.214215754999998,"Non-significant",2.5067284748287,"PIGG","PIGG_HUMAN",0.214215754999998
1.72974610375,8.726880907875,4.66809259548204,0.00214203695326342,0.00410719505893024,-2.90266991066932,"CCD61_HUMAN",12,-4.79493643327115,0.00157428073209194,0.0031288875950962,-1.72974610375,"Up in D1CM",2.50461003854966,"CCDC61","CCD61_HUMAN",1.72974610375
0.127884864999999,13.3129675375,4.03195275418893,0.00472520423138267,0.00828040467075355,-3.76881677917449,"MA2A1_HUMAN",65,-4.79149978337352,0.00158095273911983,0.00314140750543164,-0.127884864999999,"Non-significant",2.50287572298354,"MAN2A1","MA2A1_HUMAN",0.127884864999999
0.189297675000001,12.26335931,4.75029355183394,0.00194231432590425,0.00377316604126455,-2.79493707257298,"DFFA_HUMAN",17,-4.79004657395843,0.00158378335416165,0.0031462903351941,-0.189297675000001,"Non-significant",2.50220120378687,"DFFA","DFFA_HUMAN",0.189297675000001
-0.169288869999999,14.479596735,-4.54596385409062,0.00248182322365352,0.00467412257476743,-3.0645133767003,"GSDMD_HUMAN",22,4.78797690485345,0.00158782432135903,0.00315357474192632,0.169288869999999,"Non-significant",2.50119687146581,"GSDMD","GSDMD_HUMAN",-0.169288869999999
-0.510494469999998,15.169024825,-4.76452631568466,0.00190986475989061,0.0037152665730713,-2.77638147331699,"TMT1B_HUMAN",11,4.78767954467498,0.00158840583565067,0.00315398652266185,0.510494469999998,"Up in D8BM",2.50114016679218,"TMT1B","TMT1B_HUMAN",-0.510494469999998
-0.4171395325,10.51527094875,-4.718038295547,0.00201812733761403,0.00389708942239374,-2.83709596649247,"ARHG6_HUMAN",14,4.78608100575915,0.00159153592167303,0.00315945743847903,0.4171395325,"Non-significant",2.50038749070613,"ARHGEF6","ARHG6_HUMAN",-0.4171395325
-1.4591947795,7.943846166,-4.70944124665337,0.00203888046442632,0.00393277482621337,-2.84835770361864,"CD033_HUMAN",6,4.78551649696995,0.00159264289562853,0.00316091051736588,1.4591947795,"Up in D8BM",2.50018779848636,"C4orf33","CD033_HUMAN",-1.4591947795
1.3689148425,7.22615695,4.77146372457851,0.00189426514899305,0.00368832546566469,-2.76734747483896,"GAB2_HUMAN",4,-4.781886736518,0.00159978085593535,0.00317432976334253,-1.3689148425,"Up in D1CM",2.49834795881593,"GAB2","GAB2_HUMAN",1.3689148425
0.841060280999999,8.852837503,4.89277851794488,0.00164300485367366,0.0032547327641869,-2.61047714896517,"GATA6_HUMAN",5,-4.7780472160011,0.00160736947135935,0.00318816506127308,-0.841060280999999,"Up in D1CM",2.49645920191069,"GATA6","GATA6_HUMAN",0.841060280999999
0.157102824999997,15.078511595,5.42637519457269,0.000900308947378108,0.00192557830942656,-1.94507582466198,"PSB3_HUMAN",13,-4.77797631852643,0.00160750996683006,0.00318816506127308,-0.157102824999997,"Non-significant",2.49645920191069,"PSMB3","PSB3_HUMAN",0.157102824999997
0.266554352499995,16.39708495125,4.59971814875463,0.00232546347363503,0.00441173342769968,-2.99301653254683,"HNRPD_HUMAN",22,-4.77742945578808,0.00160859412101078,0.00318956477205359,-0.266554352499995,"Non-significant",2.49626857399327,"HNRNPD","HNRPD_HUMAN",0.266554352499995
0.251548052500002,12.07102978375,4.72951208203532,0.00199079170973907,0.00385667279278112,-2.82208226623849,"RAE1L_HUMAN",16,-4.77633666863882,0.0016107629692087,0.00319311407983541,-0.251548052500002,"Non-significant",2.49578556521941,"RAE1","RAE1L_HUMAN",0.251548052500002
0.238022804500003,10.20706963525,4.56136769801639,0.00243586629277667,0.00459738400846721,-3.04398307479777,"PLIN5_HUMAN",24,-4.77549130993466,0.00161244294492672,0.00319569282454439,-0.238022804500003,"Non-significant",2.49543497247966,"PLIN5","PLIN5_HUMAN",0.238022804500003
0.155485867500001,11.45378458625,4.39631045105279,0.00298143599846927,0.00551657717017098,-3.26573127423948,"NUDC1_HUMAN",27,-4.77390946954468,0.001615591683658,0.00320118060685314,-0.155485867500001,"Non-significant",2.49468982277964,"NUDCD1","NUDC1_HUMAN",0.155485867500001
0.255628587499999,14.94650912375,4.89193058835096,0.00164462787493648,0.00325667375699669,-2.61156633285083,"SRSF7_HUMAN",13,-4.77219455113997,0.001619012931734,0.00320670120129561,-0.255628587499999,"Non-significant",2.49394150551407,"SRSF7","SRSF7_HUMAN",0.255628587499999
-0.512914181000001,8.15581584,-4.61880845975088,0.00227256878617436,0.00432794448681962,-2.96772437262672,"DIP2C_HUMAN",25,4.77213157230254,0.00161913872496312,0.00320670120129561,0.512914181000001,"Up in D8BM",2.49394150551407,"DIP2C","DIP2C_HUMAN",-0.512914181000001
-1.50735461725,7.996515095125,-4.84591717266127,0.0017354150704268,0.00341372546759101,-2.67082468948883,"KCP3_HUMAN",2,4.77107179643161,0.00162125711599249,0.00321014240796353,1.50735461725,"Up in D8BM",2.49347570104656,"KRTCAP3","KCP3_HUMAN",-1.50735461725
0.261419775000004,17.5791647425,4.45228074975828,0.0027826990238316,0.00519153830718826,-3.19010291163684,"ECHP_HUMAN",78,-4.76589201887705,0.00163165476782427,0.00322997135697293,-0.261419775000004,"Non-significant",2.49080132892703,"EHHADH","ECHP_HUMAN",0.261419775000004
0.137803314999999,15.6574195625,5.10870641667655,0.0012819582030151,0.00261131602059311,-2.33642248017884,"DHB8_HUMAN",15,-4.76557514790658,0.00163229320663494,0.00323047650592297,-0.137803314999999,"Non-significant",2.49073341307765,"HSD17B8","DHB8_HUMAN",0.137803314999999
0.151588677500001,12.43292105125,4.69628032347478,0.00207110784271085,0.00398388133414189,-2.86561833903282,"CC50A_HUMAN",18,-4.76289840015773,0.00163769730862777,0.00324041094235293,-0.151588677500001,"Non-significant",2.48939990995414,"TMEM30A","CC50A_HUMAN",0.151588677500001
-0.189030650000001,13.9376759525,-4.37529758627208,0.00306002678525522,0.00563903930321738,-3.29423909469857,"FERM2_HUMAN",39,4.76260494152318,0.00163829096482453,0.00324082481635906,0.189030650000001,"Non-significant",2.48934444423618,"FERMT2","FERM2_HUMAN",-0.189030650000001
-0.9324647185,7.61810904725,-4.82582391906312,0.00177678466399092,0.00348210135614496,-2.69679619351102,"TMCO3_HUMAN",5,4.76200616888775,0.00163950299133541,0.00324246145330036,0.9324647185,"Up in D8BM",2.48912517814857,"TMCO3","TMCO3_HUMAN",-0.9324647185
2.257107973,8.40002453325,4.62574576132107,0.0022536764230989,0.0042944217486691,-2.95854624653366,"IRS2_HUMAN",23,-4.7593972282056,0.00164479544214699,0.00325216532532418,-2.257107973,"Up in D1CM",2.48782738495651,"IRS2","IRS2_HUMAN",2.257107973
0.238175390000004,10.7957613475,5.03551435942814,0.00139342987821053,0.00280918929524912,-2.42858090015242,"CNOT7_HUMAN",12,-4.75839419085274,0.00164683516274415,0.00325543470609063,-0.238175390000004,"Non-significant",2.48739101082819,"CNOT7","CNOT7_HUMAN",0.238175390000004
-0.356038332500002,15.14926016375,-9.1661341345713,3.22989904212967e-05,0.000117398960871544,1.77657933956714,"HIG1A_HUMAN",4,4.75816830636198,0.00164729489083647,0.00325557998472698,0.356038332500002,"Non-significant",2.48737163022068,"HIGD1A","HIG1A_HUMAN",-0.356038332500002
0.4266901015,9.658227682,6.66271886586626,0.0002567255800518,0.000662768733309838,-0.547938861661814,"TI17A_HUMAN",4,-4.75604244877098,0.00165162840303493,0.0032633792332821,-0.4266901015,"Non-significant",2.4863324544525,"TIMM17A","TI17A_HUMAN",0.4266901015
2.13336348525,7.829235672875,4.61860810034369,0.00227311700941185,0.0043280106781867,-2.96798955241058,"KLH25_HUMAN",20,-4.75152501945805,0.00166087858756237,0.003280887184102,-2.13336348525,"Up in D1CM",2.4840087029161,"KLHL25","KLH25_HUMAN",2.13336348525
0.285057782499997,11.20098960375,4.49306793698906,0.00264704302887629,0.00496041033579329,-3.1352708363268,"PEX1_HUMAN",44,-4.75102224334734,0.00166191160806949,0.0032821586092825,-0.285057782499997,"Non-significant",2.48384043563157,"PEX1","PEX1_HUMAN",0.285057782499997
-0.352106812500002,12.07606518375,-6.01397247135159,0.000484749172816239,0.00113561722558868,-1.25701827902677,"COX19_HUMAN",6,4.74917727204845,0.00166570837933138,0.00328817620267017,0.352106812500002,"Non-significant",2.48304491807938,"COX19","COX19_HUMAN",-0.352106812500002
-0.227174284999998,14.494050025,-5.25365907751937,0.00108919305763993,0.00226518832540018,-2.15611903547657,"HEBP2_HUMAN",11,4.74916250596927,0.00166573880476944,0.00328817620267017,0.227174284999998,"Non-significant",2.48304491807938,"HEBP2","HEBP2_HUMAN",-0.227174284999998
0.277414084999998,15.1522763975,4.63511983777152,0.00222842211835766,0.00425251755391368,-2.94615515605994,"S61A1_HUMAN",18,-4.74834834804828,0.00166741731552005,0.00329071893058266,-0.277414084999998,"Non-significant",2.48270921041601,"SEC61A1","S61A1_HUMAN",0.277414084999998
0.547385212500004,15.63639187875,7.59174574283789,0.000111597238277399,0.000327297537035559,0.384528696839601,"H37_HUMAN",2,-4.74656526602379,0.00167109988422188,0.00329721463579265,-0.547385212500004,"Up in D1CM",2.48185278106239,"H3-7","H37_HUMAN",0.547385212500004
0.796798825000002,7.983256042,4.60465222198941,0.00231166368525934,0.00438752830512295,-2.98647454640026,"ARG28_HUMAN",26,-4.74625965216304,0.00167173195677528,0.00329768983469667,-0.796798825000002,"Up in D1CM",2.48179019448116,"ARHGEF28","ARG28_HUMAN",0.796798825000002
-0.20278358475,9.652561902875,-4.55987327947119,0.00244028359105271,0.00460469003559062,-3.04597335877212,"TYW1_HUMAN",21,4.74567689464881,0.00167293794520263,0.00329929666357346,0.20278358475,"Non-significant",2.4815786321478,"TYW1","TYW1_HUMAN",-0.20278358475
-0.274076934999997,14.578207255,-4.90805154540487,0.00161407168141918,0.00320419458376879,-2.59087608484519,"RBSK_HUMAN",12,4.74381907688344,0.00167678897231131,0.00330611795265778,0.274076934999997,"Non-significant",2.48068165612616,"RBKS","RBSK_HUMAN",-0.274076934999997
-1.4073399305,8.754690945,-4.60768012255883,0.00230323978744766,0.00437350938688811,-2.98246163616903,"ABCA2_HUMAN",25,4.74272508251429,0.00167906122752876,0.00330930938492201,1.4073399305,"Up in D8BM",2.48026262906758,"ABCA2","ABCA2_HUMAN",-1.4073399305
0.23394751525,8.916122555625,4.38463747245623,0.00302481733080034,0.00558405792304557,-3.28156009551964,"PCNT_HUMAN",93,-4.74266177830055,0.00167919281519889,0.00330930938492201,-0.23394751525,"Non-significant",2.48026262906758,"PCNT","PCNT_HUMAN",0.23394751525
0.646833658250003,8.740027069875,4.82932186778644,0.00176950522244098,0.00346944859733776,-2.69227079580649,"DHB14_HUMAN",7,-4.73988419363206,0.00168497758837796,0.00331993363544595,-0.646833658250003,"Up in D1CM",2.47887059763563,"HSD17B14","DHB14_HUMAN",0.646833658250003
0.47550153725,8.523265838625,4.8383467350438,0.00175087551721938,0.00343932177456121,-2.68060310370008,"NAPEP_HUMAN",9,-4.73880068450358,0.00168724008544142,0.00332361455484594,-0.47550153725,"Non-significant",2.47838934782708,"NAPEPLD","NAPEP_HUMAN",0.47550153725
-1.544341445,7.80055409675,-4.65514338533274,0.00217551475850267,0.00416097433615134,-2.91972912212949,"S2529_HUMAN",6,4.73769255079682,0.00168955744225689,0.00332740179457555,1.544341445,"Up in D8BM",2.47789475349516,"SLC25A29","S2529_HUMAN",-1.544341445
1.348156452,7.548722744,4.61698071822131,0.00227757524829922,0.00433454092750375,-2.97014363835162,"F111A_HUMAN",11,-4.73429137099487,0.00169669186156589,0.00334067173584183,-1.348156452,"Up in D1CM",2.47616619730907,"FAM111A","F111A_HUMAN",1.348156452
0.424286367499995,13.55608296375,5.16743613407975,0.00119963819325132,0.00246628056851594,-2.26301699429867,"SGMR1_HUMAN",7,-4.73137769534114,0.00170282990966722,0.00335154509678732,-0.424286367499995,"Non-significant",2.47475493257217,"SIGMAR1","SGMR1_HUMAN",0.424286367499995
0.474396467249999,9.399747014125,4.7232865479637,0.00200557267259683,0.00387639808697975,-2.8302261826091,"SENP3_HUMAN",11,-4.73129258638265,0.00170300956810299,0.00335154509678732,-0.474396467249999,"Non-significant",2.47475493257217,"SENP3","SENP3_HUMAN",0.474396467249999
0.244067192500003,11.34225583375,5.72068395384028,0.000656690635057644,0.00146970749501255,-1.59477154509059,"TXN4A_HUMAN",9,-4.73064051931545,0.00170438671999159,0.00335347237693956,-0.244067192500003,"Non-significant",2.47450526665809,"TXNL4A","TXN4A_HUMAN",0.244067192500003
0.211125016,7.8737491965,4.426226339491,0.00287334176410005,0.00534936086226323,-3.22525288953178,"ITAM_HUMAN",32,-4.72966063307479,0.00170645851207028,0.00335676518045283,-0.211125016,"Non-significant",2.4740790383768,"ITGAM","ITAM_HUMAN",0.211125016
0.209977152499995,13.47916698625,5.70934904796789,0.000664582989354367,0.00148312682479957,-1.60804937592479,"MCTS1_HUMAN",10,-4.72499003536485,0.00171637160449869,0.00337547742751271,-0.209977152499995,"Non-significant",2.47166479187882,"MCTS1","MCTS1_HUMAN",0.209977152499995
0.676214933500003,8.34189760675,4.64904201849528,0.00219148811538845,0.00419057471066453,-2.92777532378823,"TSTD2_HUMAN",11,-4.72140348781206,0.00172402664646909,0.00338974121835501,-0.676214933500003,"Up in D1CM",2.46983345569966,"TSTD2","TSTD2_HUMAN",0.676214933500003
0.787124633500005,8.329619646,4.6665812951935,0.00214591473604983,0.00411369463501571,-2.90465965457551,"MED6_HUMAN",9,-4.71866519568764,0.00172989634974802,0.0034004888834016,-0.787124633500005,"Up in D1CM",2.46845864057526,"MED6","MED6_HUMAN",0.787124633500005
0.162325622500001,10.78431236625,4.2771972784495,0.00345825553279229,0.00628089547207632,-3.42815591558046,"MTMR6_HUMAN",36,-4.71734705427393,0.00173272966552935,0.00340526424591908,-0.162325622500001,"Non-significant",2.46784918152161,"MTMR6","MTMR6_HUMAN",0.162325622500001
-0.253601075000001,13.2341597075,-4.58183084782037,0.00237625660174432,0.00449595216523073,-3.01676207223241,"LIMS1_HUMAN",19,4.71277386174428,0.00174259908899393,0.00342352203947457,0.253601075000001,"Non-significant",2.46552687194698,"LIMS1","LIMS1_HUMAN",-0.253601075000001
-0.240134954999998,10.8239063025,-4.52881152053848,0.00253412177010836,0.00476788223219718,-3.0874138970433,"NDUF7_HUMAN",22,4.71266616301731,0.00174283225428703,0.00342352203947457,0.240134954999998,"Non-significant",2.46552687194698,"NDUFAF7","NDUF7_HUMAN",-0.240134954999998
0.275774477499999,10.13158273625,5.75747812369483,0.000631781851062584,0.00142159349242032,-1.55178685696185,"BL1S4_HUMAN",8,-4.7112484211169,0.00174590481846137,0.00342832170924408,-0.275774477499999,"Non-significant",2.46491843120804,"BLOC1S4","BL1S4_HUMAN",0.275774477499999
0.571698187499994,14.88336372375,5.40995833158862,0.000916598928999645,0.00195101322538839,-1.96495992189972,"OSTC_HUMAN",4,-4.71116347274228,0.00174608910876555,0.00342832170924408,-0.571698187499994,"Up in D1CM",2.46491843120804,"OSTC","OSTC_HUMAN",0.571698187499994
-0.141124725000005,11.4000110625,-4.14677715361765,0.0040781335993945,0.00727504510249655,-3.60828266074077,"GPDM_HUMAN",41,4.70578802009307,0.00175779423424367,0.0034505001398323,0.141124725000005,"Non-significant",2.4621179506581,"GPD2","GPDM_HUMAN",-0.141124725000005
0.226491692500002,14.23045217875,4.88617496555216,0.00165569163347854,0.00327678440445893,-2.61896225233063,"NDUS8_HUMAN",13,-4.70284809190703,0.00176423227353374,0.00346233150957297,-0.226491692500002,"Non-significant",2.46063135186054,"NDUFS8","NDUS8_HUMAN",0.226491692500002
-0.197235584999998,13.4377961175,-4.87015227107296,0.00168692669498348,0.00333234242137702,-2.63957603440932,"SGTA_HUMAN",14,4.7020131723113,0.00176606533410035,0.00346512213713498,0.197235584999998,"Non-significant",2.46028145295725,"SGTA","SGTA_HUMAN",-0.197235584999998
0.222857952500002,15.98680663125,5.50197976810003,0.000829325888876651,0.00179516895668754,-1.8539762300016,"TEBP_HUMAN",10,-4.70130797943152,0.00176761520409483,0.00346735595888185,-0.222857952500002,"Non-significant",2.46000157136848,"PTGES3","TEBP_HUMAN",0.222857952500002
0.417722464999999,12.1849752675,4.530592494075,0.00252863549404621,0.00475968481003027,-3.08503412166182,"SYNM_HUMAN",28,-4.6988541672452,0.00177301979299506,0.00347714840278162,-0.417722464999999,"Non-significant",2.45877677347154,"NARS2","SYNM_HUMAN",0.417722464999999
0.111791849999998,12.47079885,3.79506524311259,0.00644291428201912,0.010898519864166,-4.10559579214623,"ECM29_HUMAN",86,-4.69758912929715,0.00177581313569398,0.00348181645051513,-0.111791849999998,"Non-significant",2.45819412713872,"ECPAS","ECM29_HUMAN",0.111791849999998
-0.144234177500003,12.92479872625,-4.63452590763666,0.00223001292121669,0.004254590066305,-2.94693986827149,"MEMO1_HUMAN",18,4.69528265803017,0.00178091847919787,0.00349101438631601,0.144234177500003,"Non-significant",2.45704836147377,"MEMO1","MEMO1_HUMAN",-0.144234177500003
0.857234478000001,8.229193449,4.611126167403,0.0022936936589875,0.00436127765657696,-2.97789614716832,"CDK8_HUMAN",10,-4.69375390647677,0.0017843111993728,0.00349685168554135,-0.857234478000001,"Up in D1CM",2.45632278734101,"CDK8","CDK8_HUMAN",0.857234478000001
0.431066036499999,8.2169287205,4.66927966868965,0.00213899650388581,0.00410323202805041,-2.90110726548924,"CBLC_HUMAN",12,-4.69076791115357,0.00179095835852169,0.00350906276243128,-0.431066036499999,"Non-significant",2.45480886400636,"CBLC","CBLC_HUMAN",0.431066036499999
1.6371469495,8.4080376625,4.72380157141737,0.00200434530005653,0.00387580328840938,-2.82955224619178,"ACTBM_HUMAN",2,-4.68930913394638,0.00179421560684024,0.00351462778295524,-1.6371469495,"Up in D1CM",2.45412066221405,"POTEKP","ACTBM_HUMAN",1.6371469495
