"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D2BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2BM_vs_D1BM"
0.0246555824999994,15.22270023875,1.64741832370818,0.142885929028447,0.205316313634638,-6.91381704255645,"PSMD2_HUMAN",64,-2.4184180635867,0.0439248219658138,0.0768456463988885,-0.0246555824999994,"Non-significant",1.11438073191826,"PSMD2","PSMD2_HUMAN",0.0246555824999994
0.1499810225,12.00497889375,2.63772947482455,0.0331274022227073,0.0606891704705934,-5.46036910882379,"BL1S2_HUMAN",7,-2.41780210218837,0.0439658568746626,0.0769014749110875,-0.1499810225,"Non-significant",1.11406533068486,"BLOC1S2","BL1S2_HUMAN",0.1499810225
-0.0563328250000037,13.8990236525,-2.30677105373044,0.0539562498946015,0.0909594460723191,-5.96083758431358,"BPNT1_HUMAN",22,2.41749296980347,0.0439864657271539,0.0769215600859295,0.0563328250000037,"Non-significant",1.11395191619331,"BPNT1","BPNT1_HUMAN",-0.0563328250000037
-0.0912134675000011,12.18774878875,-2.38163143973727,0.0482940198368907,0.0828051857618291,-5.84814942028589,"PGTB1_HUMAN",17,2.41707544385442,0.0440143164045672,0.076953364946654,0.0912134675000011,"Non-significant",1.11377238498374,"PGGT1B","PGTB1_HUMAN",-0.0912134675000011
-0.105345249250002,8.965375900375,-2.40060136753035,0.0469578978306638,0.0810417937785965,-5.81952668177455,"PHLB3_HUMAN",15,2.41688051182518,0.0440273252957455,0.076953364946654,0.105345249250002,"Non-significant",1.11377238498374,"PHLDB3","PHLB3_HUMAN",-0.105345249250002
-0.157337187499996,14.13721370625,-2.91862863179485,0.0220470511988631,0.043398140400886,-5.03469506517884,"RL35_HUMAN",5,2.41680985383175,0.0440320416582883,0.076953364946654,0.157337187499996,"Non-significant",1.11377238498374,"RPL35","RL35_HUMAN",-0.157337187499996
0.172332048249999,8.599666476375,2.34551049629116,0.0509464170452811,0.0866479720086107,-5.90257922631871,"CHD1_HUMAN",22,-2.41643300462917,0.044057204699021,0.0769813802670083,-0.172332048249999,"Non-significant",1.11361430632312,"CHD1","CHD1_HUMAN",0.172332048249999
0.766139388000002,7.725816667,2.35545592100248,0.0502016373921073,0.0855539024622063,-5.88760258664688,"NFAT5_HUMAN",9,-2.41625789323053,0.0440689022376645,0.0769858605101086,-0.766139388000002,"Non-significant",1.11358903153289,"NFAT5","NFAT5_HUMAN",0.766139388000002
1.11760020225,6.807733535625,2.36107076267835,0.049786067855265,0.0849659376294854,-5.8791438884661,"GAB2_HUMAN",4,-2.41549039726312,0.0441202086168095,0.0770595189455217,-1.11760020225,"Non-significant",1.11317370645665,"GAB2","GAB2_HUMAN",1.11760020225
-0.221390008999997,8.52824914475,-2.43615268314543,0.0445547758330996,0.0775001917083293,-5.7658241796948,"D19L4_HUMAN",8,2.41480106253336,0.0441663417028736,0.0771132439592723,0.221390008999997,"Non-significant",1.11287102681964,"DPY19L4","D19L4_HUMAN",-0.221390008999997
0.0728373549999972,17.5204517825,2.22297157117861,0.0610984723776318,0.101178590112192,-6.08636055220264,"ACSL1_HUMAN",60,-2.41463356603342,0.0441775586465062,0.0771132439592723,-0.0728373549999972,"Non-significant",1.11287102681964,"ACSL1","ACSL1_HUMAN",0.0728373549999972
-0.0697445875000007,11.17640876875,-2.21641303177147,0.0616962050523168,0.101888188163397,-6.09615166590654,"ARI1A_HUMAN",55,2.4146207891264,0.0441784144120686,0.0771132439592723,0.0697445875000007,"Non-significant",1.11287102681964,"ARID1A","ARI1A_HUMAN",-0.0697445875000007
0.444924116249998,7.577593922625,2.37480703768721,0.048784128170557,0.0835435628503911,-5.85844035696276,"FOXJ3_HUMAN",7,-2.41302106424546,0.0442856931309418,0.077284494285861,-0.444924116249998,"Non-significant",1.11190763055224,"FOXJ3","FOXJ3_HUMAN",0.444924116249998
-0.113121269999997,15.329850315,-2.38847853501551,0.0478073317199199,0.0821880479435458,-5.83782099186894,"RS6_HUMAN",15,2.41168634479407,0.0443754027969075,0.0774250197009176,0.113121269999997,"Non-significant",1.11111867546425,"RPS6","RS6_HUMAN",-0.113121269999997
-0.206995487250001,9.306338548375,-2.62443372885067,0.0337782205623166,0.06161363798307,-5.48054352881461,"PAQR9_HUMAN",5,2.41046726781777,0.0444575010763967,0.0775522095556597,0.206995487250001,"Non-significant",1.11040582410234,"PAQR9","PAQR9_HUMAN",-0.206995487250001
0.229062795749999,7.699039459375,2.88135882614705,0.0232601012335535,0.0453421353602272,-5.09103892022465,"TBPL1_HUMAN",3,-2.40921543176756,0.0445419659841571,0.0776834742976331,-0.229062795749999,"Non-significant",1.10967135938032,"TBPL1","TBPL1_HUMAN",0.229062795749999
1.25884628275,7.777024030875,2.34628557334728,0.0508879720222314,0.0865660375732368,-5.90141233384961,"MGT5A_HUMAN",7,-2.4087151614563,0.0445757661756391,0.0777059706932545,-1.25884628275,"Non-significant",1.10954561003422,"MGAT5","MGT5A_HUMAN",1.25884628275
0.976702571250001,8.122823774875,2.35057642562947,0.0505656510332095,0.0860872293595077,-5.89495150952036,"F110C_HUMAN",6,-2.4086965967548,0.0445770209793711,0.0777059706932545,-0.976702571250001,"Non-significant",1.10954561003422,"FAM110C","F110C_HUMAN",0.976702571250001
-0.0646400450000009,11.700381755,-2.20151512781663,0.0630759306918522,0.103881793630641,-6.11837283816258,"EFL1_HUMAN",47,2.40861522237208,0.0445825215651416,0.0777059706932545,0.0646400450000009,"Non-significant",1.10954561003422,"EFL1","EFL1_HUMAN",-0.0646400450000009
1.545456171,7.95126521575,2.34160907101864,0.05124164479875,0.0870798032275532,-5.90845215483382,"BCD1_HUMAN",16,-2.40723377035866,0.0446760074460922,0.0778528151257207,-1.545456171,"Non-significant",1.10872567890239,"ZNHIT6","BCD1_HUMAN",1.545456171
0.0726368449999981,11.67017114,2.44825295284448,0.0437658933029873,0.0764565211711668,-5.74752961092124,"LS14A_HUMAN",15,-2.40690498557224,0.0446982863302236,0.0778755385443272,-0.0726368449999981,"Non-significant",1.10859893698098,"LSM14A","LS14A_HUMAN",0.0726368449999981
-0.322545409250001,7.649383008625,-2.48952130275734,0.0411815766128978,0.0727435331347906,-5.68508182632367,"CCNL1_HUMAN",4,2.40563152747946,0.0447846839742696,0.0780099403221984,0.322545409250001,"Non-significant",1.10785005433489,"CCNL1","CCNL1_HUMAN",-0.322545409250001
-0.0517587624999987,11.14520430625,-2.15101232744277,0.0679878193161466,0.109951905029893,-6.19348464235168,"MRE11_HUMAN",39,2.4046284161921,0.0448528592822233,0.0781125518367479,0.0517587624999987,"Non-significant",1.10727917411962,"MRE11","MRE11_HUMAN",-0.0517587624999987
0.18735122675,9.464431047625,2.69170267527592,0.0306164232377797,0.0568802802449296,-5.37846890819289,"PCDGK_HUMAN",5,-2.4042690953009,0.0448773057260721,0.0781299480202049,-0.18735122675,"Non-significant",1.10718246462612,"PCDHGC3","PCDGK_HUMAN",0.18735122675
0.0578434467500006,9.745403170625,2.29677365197586,0.0547618966548699,0.092133338703373,-5.97585040464504,"MCE1_HUMAN",22,-2.40420913162916,0.0448813866785897,0.0781299480202049,-0.0578434467500006,"Non-significant",1.10718246462612,"RNGTT","MCE1_HUMAN",0.0578434467500006
-0.0500168774999992,11.39762544625,-2.13165537657849,0.0699704397313155,0.112596570541286,-6.22217854243585,"GPDM_HUMAN",41,2.40322959831448,0.0449481042020606,0.0782288407370084,0.0500168774999992,"Non-significant",1.1066331054596,"GPD2","GPDM_HUMAN",-0.0500168774999992
-0.0707376000000028,14.39910686,-2.26189765294945,0.0576690474211377,0.0962940571934964,-6.02814593170428,"AP2M1_HUMAN",29,2.40310266814512,0.0449567569735518,0.0782288407370084,0.0707376000000028,"Non-significant",1.1066331054596,"AP2M1","AP2M1_HUMAN",-0.0707376000000028
0.0906980050000037,13.1187392475,3.05446403103633,0.0181617896411723,0.03682601031644,-4.82996474419533,"TSTD1_HUMAN",8,-2.40175477270241,0.0450487467214149,0.078369280411833,-0.0906980050000037,"Non-significant",1.10585414091365,"TSTD1","TSTD1_HUMAN",0.0906980050000037
-0.197633267500001,10.41157030875,-3.1554893892169,0.0157461599397422,0.0327391174474808,-4.67849042938,"S35A2_HUMAN",3,2.4016477280566,0.0450560603720184,0.078369280411833,0.197633267500001,"Non-significant",1.10585414091365,"SLC35A2","S35A2_HUMAN",-0.197633267500001
-0.379068374749998,7.408473968375,-2.363451243145,0.0496109418206797,0.0847185228133123,-5.87555699508336,"C2CD2_HUMAN",8,2.40083212707652,0.0451118245469296,0.0784500864671073,0.379068374749998,"Non-significant",1.1054065734006,"C2CD2","C2CD2_HUMAN",-0.379068374749998
0.0466628075000024,12.60019278625,2.16307701975818,0.0667806270985372,0.108457399964079,-6.17557288436737,"PAPS1_HUMAN",30,-2.400630511202,0.0451256201942261,0.0784578903913225,-0.0466628075000024,"Non-significant",1.10536337354175,"PAPSS1","PAPS1_HUMAN",0.0466628075000024
0.440304160250001,6.859411060875,2.38780565606174,0.0478549369158624,0.082253112411053,-5.8388361315865,"TINF2_HUMAN",5,-2.3999831211295,0.0451699470623134,0.0785187634127118,-0.440304160250001,"Non-significant",1.10502654869588,"TINF2","TINF2_HUMAN",0.440304160250001
0.162971496750002,8.446699380875,2.66399885324432,0.0318795495480744,0.0587221860010312,-5.42050699634183,"RAD1_HUMAN",6,-2.39863409896607,0.0452624567243673,0.0786633500473591,-0.162971496750002,"Non-significant",1.1042275621711,"RAD1","RAD1_HUMAN",0.162971496750002
0.040607452499998,12.40744662125,2.0548858521174,0.0784172494809955,0.123732496419938,-6.33539232939868,"CCD22_HUMAN",38,-2.39797356906407,0.0453078228538226,0.0787259614172069,-0.040607452499998,"Non-significant",1.10388202696785,"CCDC22","CCD22_HUMAN",0.040607452499998
-1.35498368775,7.105556070875,-2.34335908040697,0.0511090037656161,0.0868719081952769,-5.9058179677328,"KC1E_HUMAN",3,2.39762287327953,0.0453319278776076,0.0787516117230738,1.35498368775,"Non-significant",1.10374054921741,"CSNK1E","KC1E_HUMAN",-1.35498368775
0.0595121350000021,15.41754961,2.30715897088415,0.0539252327810866,0.0909433608499782,-5.96025487182159,"STML2_HUMAN",21,-2.39705269799453,0.0453711465612079,0.0788035018265858,-0.0595121350000021,"Non-significant",1.10345448314279,"STOML2","STML2_HUMAN",0.0595121350000021
-0.0458402599999985,14.774508955,-2.15307238880122,0.0677801542745939,0.109701653653097,-6.19042766032518,"DNPEP_HUMAN",30,2.39480737854177,0.045525922470177,0.0790560363619947,0.0458402599999985,"Non-significant",1.10206496369993,"DNPEP","DNPEP_HUMAN",-0.0458402599999985
0.125566721,7.6839966775,2.62681942875942,0.0336604720355518,0.0614653636888359,-5.47692365204452,"CI072_HUMAN",8,-2.39284644043795,0.0456615331393627,0.0792751931682158,-0.125566721,"Non-significant",1.10086269106325,"C9orf72","CI072_HUMAN",0.125566721
-0.115024089749999,9.400791406625,-2.28665651936875,0.0555896101911641,0.093336395362374,-5.99103330246321,"ARHGB_HUMAN",38,2.39258836815615,0.0456794108627841,0.0792898999510723,0.115024089749999,"Non-significant",1.10078213014616,"ARHGEF11","ARHGB_HUMAN",-0.115024089749999
-0.123006345000004,15.1404421325,-2.44728346348744,0.0438285683994638,0.0765342869357945,-5.74899567850605,"ADT3_HUMAN",11,2.39216237136332,0.0457089369311585,0.0793216796679506,0.123006345000004,"Non-significant",1.10060809801188,"SLC25A6","ADT3_HUMAN",-0.123006345000004
0.135798930000002,10.6193590175,2.85045986769452,0.0243190398400965,0.0469718576563184,-5.13779602005069,"ZFAN6_HUMAN",6,-2.39205271369565,0.0457165404943533,0.0793216796679506,-0.135798930000002,"Non-significant",1.10060809801188,"ZFAND6","ZFAN6_HUMAN",0.135798930000002
0.359832286750002,8.490309000125,2.4061263953913,0.0465758975222557,0.0804813940580347,-5.81118580617903,"S10AC_HUMAN",5,-2.39103764036585,0.0457869856585938,0.0794275575460563,-0.359832286750002,"Non-significant",1.1000287921098,"S100A12","S10AC_HUMAN",0.359832286750002
0.05946183,10.777024865,2.22181928535388,0.0612030656211402,0.101292095056075,-6.08808115198919,"AKAP8_HUMAN",29,-2.39037370305113,0.0458331218199512,0.0794829832679724,-0.05946183,"Non-significant",1.09972584070032,"AKAP8","AKAP8_HUMAN",0.05946183
-0.0809524049999979,11.9637309325,-2.25565612858325,0.0582055610687579,0.0970553262608427,-6.03749162133342,"VAC14_HUMAN",33,2.39030647695049,0.0458377959029083,0.0794829832679724,0.0809524049999979,"Non-significant",1.09972584070032,"VAC14","VAC14_HUMAN",-0.0809524049999979
0.933064222499997,12.07509148125,2.33614781628294,0.0516578339869056,0.087663354675987,-5.91667104697407,"DCD_HUMAN",5,-2.39002102420503,0.0458576481868798,0.0795010523585376,-0.933064222499997,"Non-significant",1.09962712253245,"DCD","DCD_HUMAN",0.933064222499997
-1.1109097005,8.3382633925,-2.35018714592499,0.0505948070857769,0.0861020853878485,-5.89553771631848,"CKLF8_HUMAN",2,2.3898727749112,0.0458679618678444,0.0795025808315979,1.1109097005,"Non-significant",1.09961877294442,"CMTM8","CKLF8_HUMAN",-1.1109097005
0.0717122550000013,14.17878258,2.74300808341155,0.0284130918334668,0.053518201355149,-5.30063429961643,"SNX3_HUMAN",11,-2.3896177321885,0.0458857106537343,0.0795169932360868,-0.0717122550000013,"Non-significant",1.09954005021115,"SNX3","SNX3_HUMAN",0.0717122550000013
0.106587172500001,11.70368921875,2.4878849274695,0.041281002300381,0.0728994041079786,-5.6875594392593,"CRYAB_HUMAN",11,-2.38905181382226,0.045925118582957,0.0795689259066279,-0.106587172500001,"Non-significant",1.09925650439931,"CRYAB","CRYAB_HUMAN",0.106587172500001
-0.1508231175,11.18019366125,-2.5933307319186,0.0353530392625966,0.0640289574440109,-5.52773162054434,"RT24_HUMAN",7,2.38793986314719,0.0460026496159331,0.0796868749717838,0.1508231175,"Non-significant",1.09861320428432,"MRPS24","RT24_HUMAN",-0.1508231175
-0.262868164999999,12.9650927775,-2.68546786318142,0.0308960739517874,0.0572861872722428,-5.38792939216956,"RBX1_HUMAN",3,2.38719112500589,0.0460549302885755,0.0797610452850632,0.262868164999999,"Non-significant",1.09820916313973,"RBX1","RBX1_HUMAN",-0.262868164999999
-0.0514602650000011,13.86752796,-2.19522614056983,0.0636676403154571,0.104549881203777,-6.12774487678561,"SAM50_HUMAN",28,2.38633004291224,0.0461151298304358,0.0798488967421412,0.0514602650000011,"Non-significant",1.09773108005287,"SAMM50","SAM50_HUMAN",-0.0514602650000011
0.116140365000001,14.9171125875,3.13815336199179,0.0161350855098923,0.0333912682943486,-4.70442862635303,"RS29_HUMAN",6,-2.38493119308648,0.0462130955581905,0.0800020912836286,-0.116140365000001,"Non-significant",1.09689866024469,"RPS29","RS29_HUMAN",0.116140365000001
-0.0889246449999987,12.65666306,-2.36539225885255,0.0494686109094077,0.0845097124757596,-5.87263196893721,"QKI_HUMAN",16,2.38322265763481,0.0463330356343589,0.0801932561318298,0.0889246449999987,"Non-significant",1.09586215226296,"QKI","QKI_HUMAN",-0.0889246449999987
-0.162959814249998,9.141031384375,-2.31330565321729,0.0534361636195872,0.0902451258564417,-5.95101974881554,"M4K3_HUMAN",21,2.38162151968807,0.0464457226014858,0.0803717913791673,0.162959814249998,"Non-significant",1.09489635172417,"MAP4K3","M4K3_HUMAN",-0.162959814249998
-0.0387835525000035,14.91594195375,-2.25975959692834,0.0578522670164931,0.0965426170425698,-6.03134780227074,"GALT_HUMAN",21,2.37986125297982,0.0465699293586897,0.0805701836133816,0.0387835525000035,"Non-significant",1.0938256466304,"GALT","GALT_HUMAN",-0.0387835525000035
-0.224813940000001,13.2074937825,-2.85356057546948,0.0242105228661907,0.0468158975084013,-5.1331022809309,"DHSD_HUMAN",3,2.37864662609649,0.0466558311610422,0.0806976409240905,0.224813940000001,"Non-significant",1.09313916104776,"SDHD","DHSD_HUMAN",-0.224813940000001
0.0666284575000002,10.08469963125,2.24903792059512,0.0587799632089113,0.0978969195589633,-6.04739670760523,"ZC11A_HUMAN",26,-2.37854892424573,0.0466627478780421,0.0806976409240905,-0.0666284575000002,"Non-significant",1.09313916104776,"ZC3H11A","ZC11A_HUMAN",0.0666284575000002
-0.0745756600000007,12.0718184725,-2.6828118548079,0.031016011264839,0.0574580129563358,-5.391959592197,"NUP62_HUMAN",11,2.37617693316955,0.04683098991694,0.0809719823610025,0.0745756600000007,"Non-significant",1.09166522816972,"NUP62","NUP62_HUMAN",-0.0745756600000007
0.0464358350000005,12.140604735,2.18416811876375,0.0647216060897444,0.105929789850574,-6.14421144604859,"MIRO1_HUMAN",26,-2.37596540365932,0.0468460232107942,0.0809813637497506,-0.0464358350000005,"Non-significant",1.09161491386046,"RHOT1","MIRO1_HUMAN",0.0464358350000005
0.120916125000003,13.4847258325,2.3585901735082,0.0499692290147071,0.0852095147410411,-5.88288116734911,"AUHM_HUMAN",14,-2.37434227672284,0.0469615407238717,0.0811644098342248,-0.120916125000003,"Non-significant",1.09063436485898,"AUH","AUHM_HUMAN",0.120916125000003
0.0760593399999987,11.46892333,2.43837878154886,0.0444085575725568,0.0773228117701056,-5.76245909522359,"NUP35_HUMAN",14,-2.37286202873208,0.04706714099726,0.081330244252953,-0.0760593399999987,"Non-significant",1.08974792341422,"NUP35","NUP35_HUMAN",0.0760593399999987
0.064004897500002,11.48371386625,2.18229535719778,0.0649018298484218,0.106204139738371,-6.14699859100937,"SC16B_HUMAN",39,-2.36998734949612,0.0472729065984747,0.0816690571261618,-0.064004897500002,"Non-significant",1.08794245833667,"SEC16B","SC16B_HUMAN",0.064004897500002
0.0969886799999991,11.110500335,2.25877151766561,0.0579371385899128,0.0966651110796466,-6.03282734621108,"ACAP2_HUMAN",32,-2.36942812407212,0.0473130408524689,0.081721643718332,-0.0969886799999991,"Non-significant",1.08766290671626,"ACAP2","ACAP2_HUMAN",0.0969886799999991
0.0881943700000019,14.88737917,3.04376583699811,0.01843974216304,0.0373267499260961,-4.84604815197509,"RAB1A_HUMAN",8,-2.3687993947873,0.0473582044099837,0.0817690830501638,-0.0881943700000019,"Non-significant",1.08741087235291,"RAB1A","RAB1A_HUMAN",0.0881943700000019
0.263884307500001,11.38625776625,3.62634619780405,0.00824431188885473,0.019064829879604,-3.98497452377256,"OR1D4_HUMAN;OR1D5_HUMAN",1,-2.36877569249332,0.0473599078717404,0.0817690830501638,-0.263884307500001,"Non-significant",1.08741087235291,"OR1D4;OR1D5","OR1D4_HUMAN;OR1D5_HUMAN",0.263884307500001
-0.124142164999999,11.9951224325,-3.4009947650296,0.011193662057977,0.0245706712204917,-4.3140245719327,"TMUB1_HUMAN",5,2.36759597803676,0.0474447712397194,0.0818988279294685,0.124142164999999,"Non-significant",1.08672231347043,"TMUB1","TMUB1_HUMAN",-0.124142164999999
0.0692515399999998,11.0934462525,2.24962786496164,0.0587285296820707,0.0978305882786906,-6.04651396797885,"THUM3_HUMAN",25,-2.36674975822931,0.0475057392562568,0.081987280137385,-0.0692515399999998,"Non-significant",1.08625352072169,"THUMPD3","THUM3_HUMAN",0.0692515399999998
-0.066534282500001,11.99049484625,-2.20383285309846,0.0628592602679709,0.103605925850357,-6.11491762412635,"ARHG7_HUMAN",33,2.3660955082483,0.0475529306592987,0.0820519247752771,0.066534282500001,"Non-significant",1.08591122680495,"ARHGEF7","ARHG7_HUMAN",-0.066534282500001
-0.120699167250002,9.497767806125,-2.75607376272494,0.0278788821886964,0.0526885869884579,-5.28081866324943,"GPX7_HUMAN",7,2.36541573330373,0.0476020134345758,0.0821198058207203,0.120699167250002,"Non-significant",1.08555208622655,"GPX7","GPX7_HUMAN",-0.120699167250002
0.182744979750002,8.834556818125,2.31451253605942,0.0533406663777875,0.0901199592901124,-5.94920605664513,"RUSD4_HUMAN",15,-2.36396610494679,0.0477068543105218,0.0822838295443807,-0.182744979750002,"Non-significant",1.08468550415172,"RPUSD4","RUSD4_HUMAN",0.182744979750002
1.36124444,6.357863307,2.30864521213543,0.0538065631249337,0.0907797278983319,-5.95802217570583,"UBE2W_HUMAN",3,-2.36253891695378,0.0478103004286068,0.0824453809968753,-1.36124444,"Non-significant",1.0838336706897,"UBE2W","UBE2W_HUMAN",1.36124444
-0.192204951999999,7.65669214725,-3.13364314771988,0.0162379378300822,0.0335711498576805,-4.71118070570995,"RTP4_HUMAN",3,2.36233841571642,0.0478248514198599,0.0824536045444875,0.192204951999999,"Non-significant",1.08379035397261,"RTP4","RTP4_HUMAN",-0.192204951999999
0.0654056075000007,13.30532491125,2.35283068419077,0.0503971489234669,0.0858697328231054,-5.89155664173135,"PITH1_HUMAN",17,-2.3609260185476,0.0479274804140869,0.0826136467096806,-0.0654056075000007,"Non-significant",1.08294820690266,"PITHD1","PITH1_HUMAN",0.0654056075000007
0.0659322749999962,10.613432645,3.03737837771682,0.0186078442093925,0.0375948031737702,-4.85565453858619,"CH033_HUMAN",10,-2.36004868981333,0.0479913418577981,0.0826954455385092,-0.0659322749999962,"Non-significant",1.08251840860902,"C8orf33","CH033_HUMAN",0.0659322749999962
-0.0491688224999969,10.62141048875,-2.0476102555429,0.0792684660194624,0.124678839350261,-6.34606927888884,"CLAP1_HUMAN",72,2.36000455364525,0.047994556836444,0.0826954455385092,0.0491688224999969,"Non-significant",1.08251840860902,"CLASP1","CLAP1_HUMAN",-0.0491688224999969
1.08817005175,8.549941539625,2.31039579010625,0.053667127215932,0.0905807399485565,-5.95539212151848,"H11_HUMAN",3,-2.35817251651353,0.0481281988991246,0.0829017017542003,-1.08817005175,"Non-significant",1.08143655443316,"H1-1","H11_HUMAN",1.08817005175
0.0974795820000001,9.95189416425,2.28468430198369,0.0557524337449717,0.0935384681601048,-5.99399186549047,"TNIP1_HUMAN",21,-2.35785592287082,0.0481513316354841,0.0829017017542003,-0.0974795820000001,"Non-significant",1.08143655443316,"TNIP1","TNIP1_HUMAN",0.0974795820000001
0.0657329560000033,9.79728293425,2.21649601656448,0.0616886053220166,0.101888188163397,-6.09602781206754,"ITB2_HUMAN",28,-2.35783010745345,0.0481532184016168,0.0829017017542003,-0.0657329560000033,"Non-significant",1.08143655443316,"ITGB2","ITB2_HUMAN",0.0657329560000033
0.0649459375000028,12.43062627125,2.16764471509931,0.066329205652391,0.107890558557315,-6.1687861244317,"PML_HUMAN",43,-2.3578248257213,0.0481536044357058,0.0829017017542003,-0.0649459375000028,"Non-significant",1.08143655443316,"PML","PML_HUMAN",0.0649459375000028
0.0614559650000039,13.5640336275,2.27128549802611,0.0568714778993244,0.095113033177263,-6.01408132760458,"RALY_HUMAN",21,-2.35749777863543,0.0481775139260412,0.0829259270742498,-0.0614559650000039,"Non-significant",1.08130966456603,"RALY","RALY_HUMAN",0.0614559650000039
-0.0622851875000006,11.85126078125,-2.32696367013117,0.05236550326308,0.0887351218195729,-5.93048705768423,"BRCC3_HUMAN",18,2.35652820024844,0.0482484676306429,0.0830166946703347,0.0622851875000006,"Non-significant",1.08083456215253,"BRCC3","BRCC3_HUMAN",-0.0622851875000006
0.0509748499999958,15.246170045,2.34461652614162,0.0510139121061336,0.0867452622841639,-5.90392505439266,"ABHDA_HUMAN",18,-2.35641924845826,0.0482564473179308,0.0830166946703347,-0.0509748499999958,"Non-significant",1.08083456215253,"ABHD10","ABHDA_HUMAN",0.0509748499999958
0.157479047500003,14.75844895875,2.3600577952036,0.0498607803232307,0.0850762180859335,-5.88067009142867,"CYTA_HUMAN",11,-2.35637355906315,0.0482597940306845,0.0830166946703347,-0.157479047500003,"Non-significant",1.08083456215253,"CSTA","CYTA_HUMAN",0.157479047500003
0.0404138575000008,11.36264109625,2.02977207369202,0.0813943373570495,0.127522838212374,-6.37220539552422,"EDEM3_HUMAN",37,-2.35591748027531,0.0482932143125035,0.0830572339196269,-0.0404138575000008,"Non-significant",1.08062253642679,"EDEM3","EDEM3_HUMAN",0.0404138575000008
-0.0817167774999987,11.97780454125,-3.21094721752086,0.0145676619450582,0.0305906383993263,-4.59567966465417,"IPP2_HUMAN",8,2.35441142947635,0.0484037401257514,0.0832224514868532,0.0817167774999987,"Non-significant",1.07975949532592,"PPP1R2","IPP2_HUMAN",-0.0817167774999987
0.136541605000005,9.335601449,2.27450204001623,0.0566007815261605,0.0947543172758703,-6.00926028137832,"STAG1_HUMAN",26,-2.35422038602037,0.048417778654986,0.0832224514868532,-0.136541605000005,"Non-significant",1.07975949532592,"STAG1","STAG1_HUMAN",0.136541605000005
0.141678333249999,9.740721464125,2.58929640159593,0.0355628130842335,0.064339762070617,-5.5338514194103,"DRB1_HUMAN",7,-2.35420513830008,0.0484188992871667,0.0832224514868532,-0.141678333249999,"Non-significant",1.07975949532592,"HLA-DRB1","DRB1_HUMAN",0.141678333249999
-0.0610964299999992,12.2432008975,-2.22256481306433,0.0611353733292094,0.101219811783914,-6.08696794389975,"NHLC2_HUMAN",25,2.35241553160636,0.0485506088181359,0.0834318209435407,0.0610964299999992,"Non-significant",1.07866827760638,"NHLRC2","NHLC2_HUMAN",-0.0610964299999992
0.0940818825000047,15.52436018125,2.30265965112459,0.0542861043831239,0.0914240906783918,-5.96701269880765,"IF4H_HUMAN",18,-2.35194611212797,0.0485852165517084,0.0834742744220037,-0.0940818825000047,"Non-significant",1.07844734724681,"EIF4H","IF4H_HUMAN",0.0940818825000047
-0.838631868750001,7.416229724875,-2.31512009605512,0.0532926574516094,0.0900568984882951,-5.94829297157934,"CY24A_HUMAN",3,2.3513545164217,0.0486288671816714,0.083518831499688,0.838631868750001,"Non-significant",1.07821559045278,"CYBA","CY24A_HUMAN",-0.838631868750001
-0.191306595000002,10.5425121775,-2.76665183101241,0.0274540804871505,0.0520257294123632,-5.26477820735944,"ALG8_HUMAN",4,2.35132606449439,0.0486309674932339,0.083518831499688,0.191306595000002,"Non-significant",1.07821559045278,"ALG8","ALG8_HUMAN",-0.191306595000002
-0.151580095500002,9.78116381175,-3.24664448632668,0.0138591364415308,0.0292778599162063,-4.54251562087285,"NEB1_HUMAN",4,2.35062574986288,0.0486826933874724,0.0835906340523538,0.151580095500002,"Non-significant",1.07784238054243,"PPP1R9A","NEB1_HUMAN",-0.151580095500002
-0.143170118249998,9.339383244375,-2.3029075319907,0.054266159280354,0.091408764303378,-5.96664043917153,"FRY_HUMAN",16,2.34996144793787,0.0487318107297871,0.0836579292548626,0.143170118249998,"Non-significant",1.07749288950816,"FRY","FRY_HUMAN",-0.143170118249998
-0.0648260125000029,10.98583221375,-2.1927174769146,0.0639052252197969,0.10487872729316,-6.13148194400865,"A16L1_HUMAN",31,2.34969282953573,0.0487516861276924,0.0836750076095132,0.0648260125000029,"Non-significant",1.07740423947488,"ATG16L1","A16L1_HUMAN",-0.0648260125000029
0.0618121625000008,13.97084510375,2.38208988071051,0.048261276641402,0.0827658801241866,-5.84745799117091,"DDRGK_HUMAN",16,-2.34948051468415,0.0487674013536386,0.0836849401485789,-0.0618121625000008,"Non-significant",1.077352690141,"DDRGK1","DDRGK_HUMAN",0.0618121625000008
0.0470237699999956,17.2797908775,2.13150975873909,0.0699855713425913,0.112599423715729,-6.22239418791609,"QCR1_HUMAN",29,-2.34642998362805,0.0489937629671088,0.0840562646142398,-0.0470237699999956,"Non-significant",1.0754299135629,"UQCRC1","QCR1_HUMAN",0.0470237699999956
0.0806400775,13.24781405875,2.27798624162736,0.0563090302397156,0.0943033609955419,-6.0040368620064,"ACADL_HUMAN",20,-2.34553904586037,0.0490600741710958,0.0841529029686949,-0.0806400775,"Non-significant",1.07493089785168,"ACADL","ACADL_HUMAN",0.0806400775
