"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D1CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.121845482499998,14.07298552875,5.19570648437802,0.00113035243905151,0.30536761427258,-0.442750663890227,"SYWC_HUMAN",29,5.83627061893117,0.000427705316430007,0.171672767247073,0.121845482499998,"Non-significant",0.765298592272661,"WARS1","SYWC_HUMAN"
1.3039027455,6.97294396175,5.5623406607932,0.000753699757449924,0.254117410221816,-0.105832194918629,"RELN_HUMAN",85,5.78117950247483,0.000454815612901979,0.174256400052308,1.3039027455,"Non-significant",0.758811262260896,"RELN","RELN_HUMAN"
0.230549337499998,12.84858989625,6.05473355274725,0.000449397117683908,0.225132829202666,0.311677375988458,"UB2L6_HUMAN",12,5.66187343220778,0.000520260352908637,0.190664109333344,0.230549337499998,"Non-significant",0.719731050978381,"UBE2L6","UB2L6_HUMAN"
0.1037101725,14.29217123875,4.77941821356885,0.00183133264881472,0.428786191579423,-0.853816209480319,"GBP2_HUMAN",29,5.44796492921092,0.000665180206540856,0.223275752609847,0.1037101725,"Non-significant",0.651158438054946,"GBP2","GBP2_HUMAN"
-0.1761932375,9.291157484,-5.21736879249466,0.00110305248441676,0.30536761427258,-0.422201362826805,"4ET_HUMAN",22,-5.43564788788162,0.000674784668270174,0.223275752609847,-0.1761932375,"Non-significant",0.651158438054946,"EIF4ENIF1","4ET_HUMAN"
0.2248036875,10.73004758375,5.17335845423233,0.0011593028421785,0.30536761427258,-0.464036436166222,"IFIT2_HUMAN",24,5.41812301266223,0.000688713912428048,0.223275752609847,0.2248036875,"Non-significant",0.651158438054946,"IFIT2","IFIT2_HUMAN"
0.185406922499999,12.22085464125,5.80085646984707,0.000584492303306078,0.232545712742229,0.101265382226408,"HLAE_HUMAN",13,5.37406645180741,0.000725148009101809,0.226380465508116,0.185406922499999,"Non-significant",0.645161051370929,"HLA-E","HLAE_HUMAN"
1.662289381,7.602885127,5.46937116958947,0.000833870668033388,0.266909877369055,-0.189102423321741,"CXL11_HUMAN",1,5.32118943519294,0.000771699908933094,0.229173054920474,1.662289381,"Non-significant",0.639836445985904,"CXCL11","CXL11_HUMAN"
-0.125498767499998,14.28776192625,-4.61810755394477,0.00222256099311098,0.480358118229037,-1.02151839049486,"PLOD2_HUMAN",41,-5.30299373614611,0.000788470588764238,0.229173054920474,-0.125498767499998,"Non-significant",0.639836445985904,"PLOD2","PLOD2_HUMAN"
-0.212497472499997,12.16015565375,-5.00874563808509,0.00139965029663887,0.346989775010855,-0.623536658551298,"RL1D1_HUMAN",21,-5.18835686676769,0.000903790153695515,0.253934906849983,-0.212497472499997,"Non-significant",0.595277595265249,"RSL1D1","RL1D1_HUMAN"
-0.225918532499998,11.22381246125,-5.18132416632888,0.00114889069336408,0.30536761427258,-0.456439324809002,"IL18_HUMAN",13,-5.04246000989158,0.00107812168540247,0.292921261742225,-0.225918532499998,"Non-significant",0.533249103831562,"IL18","IL18_HUMAN"
